Ddate,Market,Product,Sales,Profit,Expenses
2/1/15,Central,Darjeeling,156,88,75
11/1/15,South,Caffe Mocha,67,7,39
1/1/15,South,Decaf Irish Cream,237,69,99
8/1/15,East,Lemon,82,14,53
8/1/15,East,Chamomile,63,37,22
7/1/15,West,Decaf Espresso,245,168,37
10/1/14,West,Decaf Irish Cream,207,36,60
1/1/14,East,Caffe Mocha,231,7,105
2/1/15,South,Decaf Espresso,231,59,46
11/1/15,South,Decaf Irish Cream,200,43,68
3/1/15,Central,Lemon,246,57,84
3/1/15,West,Caffe Mocha,124,32,40
6/1/15,Central,Darjeeling,526,181,109
12/1/14,Central,Chamomile,123,-3,42
1/1/15,Central,Caffe Mocha,186,-16,35
7/1/15,Central,Darjeeling,308,110,40
2/1/15,South,Decaf Irish Cream,487,113,98
8/1/15,West,Decaf Irish Cream,87,34,24
4/1/14,Central,Decaf Irish Cream,145,45,34
8/1/14,Central,Caffe Mocha,274,106,58
11/1/14,East,Decaf Espresso,66,19,20
4/1/14,South,Caffe Mocha,179,25,37
9/1/15,East,Darjeeling,133,35,43
2/1/14,West,Darjeeling,254,73,42
5/1/14,East,Darjeeling,118,24,42
2/1/15,East,Decaf Irish Cream,360,130,57
5/1/15,Central,Decaf Irish Cream,100,25,36
1/1/14,Central,Darjeeling,151,65,44
8/1/15,Central,Decaf Irish Cream,72,25,21
12/1/14,West,Decaf Espresso,123,21,21
8/1/15,Central,Lemon,62,12,30
2/1/14,West,Chamomile,174,38,34
10/1/14,South,Caffe Latte,465,142,96
7/1/15,Central,Caffe Mocha,101,27,37
5/1/15,East,Lemon,287,137,56
5/1/15,West,Decaf Irish Cream,118,32,43
8/1/14,South,Decaf Irish Cream,137,25,50
5/1/15,East,Lemon,276,42,58
2/1/14,South,Decaf Espresso,124,21,45
10/1/14,West,Darjeeling,488,160,82
7/1/14,East,Chamomile,349,142,70
7/1/15,Central,Darjeeling,92,34,37
4/1/15,Central,Lemon,147,59,36
4/1/14,South,Decaf Espresso,130,46,28
2/1/14,Central,Lemon,158,33,54
5/1/15,West,Caffe Mocha,96,21,41
9/1/15,East,Decaf Espresso,248,138,44
5/1/15,West,Caffe Latte,525,237,104
10/1/15,Central,Lemon,647,267,135
1/1/14,East,Decaf Espresso,138,22,46
10/1/15,East,Decaf Irish Cream,253,139,53
10/1/15,Central,Chamomile,296,145,100
2/1/14,East,Decaf Irish Cream,219,116,57
8/1/14,Central,Decaf Irish Cream,241,46,44
1/1/15,South,Decaf Irish Cream,156,18,50
12/1/14,East,Chamomile,128,26,42
2/1/14,South,Caffe Latte,186,81,55
3/1/14,West,Chamomile,88,32,18
6/1/15,West,Lemon,499,292,91
9/1/15,West,Darjeeling,158,37,38
7/1/15,South,Caffe Latte,37,24,19
8/1/14,West,Lemon,614,188,146
8/1/14,West,Earl Grey,547,125,95
2/1/15,Central,Darjeeling,58,39,35
8/1/15,East,Decaf Irish Cream,338,149,127
4/1/14,Central,Decaf Espresso,139,-6,44
7/1/15,Central,Chamomile,68,39,36
10/1/14,Central,Mint,98,9,37
8/1/15,West,Lemon,54,10,19
8/1/15,Central,Lemon,78,29,26
9/1/15,West,Mint,671,232,129
6/1/14,West,Decaf Irish Cream,120,43,50
8/1/14,Central,Chamomile,364,143,69
2/1/14,West,Decaf Irish Cream,59,22,25
8/1/15,Central,Lemon,81,28,22
4/1/14,Central,Decaf Irish Cream,112,22,39
8/1/14,East,Lemon,156,14,67
8/1/14,East,Decaf Irish Cream,348,275,143
11/1/14,West,Caffe Mocha,121,15,26
9/1/15,West,Darjeeling,146,100,40
12/1/14,East,Darjeeling,63,26,19
1/1/14,Central,Darjeeling,109,10,47
2/1/14,South,Lemon,132,49,40
2/1/15,East,Decaf Irish Cream,653,519,104
4/1/14,Central,Decaf Irish Cream,143,27,40
9/1/15,West,Decaf Espresso,76,40,31
6/1/14,West,Decaf Irish Cream,121,-2,56
4/1/14,Central,Earl Grey,83,-6,40
10/1/14,East,Lemon,102,8,43
7/1/14,West,Darjeeling,131,70,69
1/1/14,Central,Decaf Espresso,253,107,48
2/1/14,West,Decaf Irish Cream,205,9,113
1/1/15,West,Darjeeling,197,84,77
2/1/14,West,Darjeeling,199,59,57
5/1/15,East,Decaf Irish Cream,508,437,112
11/1/14,East,Decaf Espresso,144,31,25
8/1/14,West,Decaf Irish Cream,150,19,42
7/1/14,Central,Caffe Mocha,187,-6,53
1/1/15,West,Chamomile,456,183,86
2/1/14,South,Lemon,121,0,50
8/1/15,Central,Lemon,81,32,22
12/1/15,Central,Decaf Espresso,114,44,31
2/1/14,West,Decaf Espresso,121,43,29
2/1/14,West,Lemon,117,39,22
2/1/14,West,Decaf Irish Cream,123,54,29
9/1/15,Central,Decaf Irish Cream,218,54,50
5/1/15,East,Lemon,278,73,67
10/1/15,South,Caffe Mocha,224,86,50
8/1/14,Central,Decaf Irish Cream,156,24,64
7/1/14,East,Mint,194,20,67
12/1/14,Central,Decaf Irish Cream,143,15,38
5/1/14,Central,Decaf Irish Cream,139,33,35
5/1/15,South,Lemon,111,45,38
8/1/14,Central,Decaf Irish Cream,203,127,57
3/1/15,East,Decaf Irish Cream,336,299,130
2/1/14,West,Darjeeling,94,11,23
12/1/14,Central,Decaf Irish Cream,149,30,42
2/1/14,West,Decaf Espresso,195,9,39
10/1/15,East,Decaf Irish Cream,340,269,135
2/1/14,Central,Lemon,139,50,51
10/1/15,West,Darjeeling,642,219,86
8/1/15,South,Decaf Irish Cream,74,15,21
8/1/15,South,Decaf Irish Cream,99,34,40
2/1/14,South,Decaf Irish Cream,141,63,56
8/1/15,Central,Chamomile,79,25,17
10/1/14,West,Darjeeling,492,113,89
2/1/14,Central,Decaf Irish Cream,109,28,46
11/1/14,East,Chamomile,84,-9,42
8/1/14,West,Darjeeling,304,168,43
3/1/15,East,Chamomile,344,129,116
7/1/14,South,Lemon,83,44,23
12/1/14,East,Regular Espresso,542,348,96
5/1/15,South,Decaf Irish Cream,81,42,19
8/1/15,West,Decaf Irish Cream,112,39,42
10/1/14,West,Decaf Espresso,245,118,44
5/1/15,West,Lemon,607,321,117
2/1/14,West,Decaf Espresso,178,2,60
8/1/14,East,Lemon,90,28,33
12/1/14,East,Caffe Mocha,106,-6,77
1/1/15,West,Darjeeling,159,39,65
1/1/14,East,Darjeeling,76,40,23
10/1/14,West,Darjeeling,282,124,51
12/1/14,East,Caffe Mocha,59,-185,28
7/1/14,West,Decaf Irish Cream,119,19,64
8/1/15,Central,Chamomile,80,22,21
1/1/14,East,Decaf Espresso,60,29,16
10/1/15,South,Decaf Irish Cream,301,148,54
5/1/15,South,Lemon,95,35,21
12/1/15,West,Caffe Mocha,295,152,62
4/1/14,West,Darjeeling,103,10,32
10/1/14,South,Caffe Latte,121,14,40
2/1/14,West,Darjeeling,119,20,40
7/1/15,West,Darjeeling,217,131,54
2/1/14,West,Decaf Espresso,109,5,42
8/1/15,West,Decaf Espresso,575,200,122
10/1/15,West,Darjeeling,494,157,108
1/1/15,West,Darjeeling,456,261,86
2/1/15,Central,Decaf Irish Cream,620,228,115
2/1/14,West,Mint,172,-1,59
5/1/15,West,Decaf Irish Cream,124,40,35
10/1/14,South,Chamomile,98,-6,39
2/1/15,East,Caffe Mocha,281,98,66
2/1/14,West,Decaf Irish Cream,109,20,44
12/1/14,West,Decaf Irish Cream,91,14,39
5/1/15,West,Mint,299,130,35
11/1/14,Central,Darjeeling,76,5,40
7/1/14,Central,Lemon,77,10,33
1/1/14,East,Decaf Irish Cream,292,104,59
2/1/15,Central,Chamomile,118,53,41
10/1/14,East,Caffe Mocha,157,-11,65
2/1/15,East,Decaf Irish Cream,222,131,56
7/1/14,West,Lemon,145,16,53
8/1/15,West,Decaf Irish Cream,167,47,47
6/1/15,East,Decaf Irish Cream,287,143,52
12/1/14,West,Decaf Espresso,128,22,21
8/1/14,West,Lemon,341,65,73
5/1/15,West,Lemon,502,268,88
1/1/15,West,Darjeeling,188,64,53
1/1/15,Central,Darjeeling,130,65,42
3/1/14,East,Darjeeling,103,21,37
2/1/15,South,Caffe Mocha,86,48,21
5/1/15,South,Decaf Irish Cream,122,54,33
1/1/15,East,Darjeeling,225,79,93
9/1/15,East,Decaf Espresso,224,45,37
8/1/15,Central,Earl Grey,572,167,121
7/1/14,West,Mint,174,14,48
2/1/14,South,Caffe Latte,130,-3,46
1/1/15,Central,Decaf Irish Cream,248,64,39
8/1/14,East,Lemon,347,89,133
2/1/14,East,Darjeeling,57,21,23
8/1/14,Central,Lemon,145,77,43
2/1/14,Central,Darjeeling,218,125,38
7/1/14,South,Lemon,86,29,43
8/1/15,West,Lemon,95,33,44
4/1/14,Central,Decaf Irish Cream,117,26,40
1/1/15,West,Decaf Irish Cream,87,25,38
9/1/15,Central,Chamomile,326,130,49
8/1/15,West,Decaf Espresso,99,30,18
7/1/14,West,Darjeeling,231,102,45
4/1/15,Central,Caffe Mocha,163,71,46
8/1/14,Central,Darjeeling,593,140,125
10/1/14,Central,Decaf Irish Cream,267,129,44
11/1/14,South,Lemon,80,29,19
8/1/15,Central,Decaf Irish Cream,165,53,45
8/1/15,West,Chamomile,82,38,14
8/1/14,East,Darjeeling,89,16,18
5/1/14,South,Decaf Irish Cream,77,25,26
7/1/14,South,Decaf Irish Cream,129,41,38
10/1/15,East,Decaf Irish Cream,333,21,108
7/1/14,West,Decaf Irish Cream,79,21,26
4/1/14,West,Decaf Irish Cream,117,19,44
8/1/15,Central,Darjeeling,72,2,23
2/1/14,West,Lemon,216,57,51
4/1/14,West,Chamomile,101,30,34
5/1/15,Central,Lemon,159,35,39
8/1/15,Central,Lemon,62,11,14
10/1/14,Central,Darjeeling,110,19,44
2/1/15,West,Darjeeling,288,110,31
10/1/15,West,Decaf Espresso,315,139,93
2/1/14,East,Decaf Irish Cream,240,81,46
10/1/14,South,Lemon,192,14,61
11/1/14,East,Darjeeling,36,19,18
10/1/14,South,Decaf Espresso,112,49,44
2/1/14,East,Decaf Irish Cream,212,98,59
3/1/15,East,Decaf Irish Cream,215,303,112
5/1/14,East,Decaf Espresso,251,121,61
3/1/14,East,Decaf Espresso,187,33,53
4/1/14,Central,Caffe Mocha,461,145,54
6/1/15,Central,Darjeeling,259,151,38
4/1/15,Central,Decaf Irish Cream,198,55,44
8/1/14,West,Decaf Irish Cream,239,103,62
5/1/15,Central,Lemon,510,214,113
5/1/15,South,Decaf Irish Cream,109,29,39
3/1/15,West,Chamomile,727,255,113
8/1/15,Central,Decaf Irish Cream,76,31,14
2/1/14,South,Decaf Irish Cream,204,107,43
3/1/15,East,Decaf Irish Cream,365,181,143
2/1/14,West,Caffe Latte,257,122,80
7/1/15,East,Colombian,672,406,162
10/1/14,South,Decaf Irish Cream,71,8,18
8/1/14,East,Decaf Irish Cream,278,13,75
5/1/14,East,Darjeeling,86,24,23
4/1/14,East,Mint,112,30,33
2/1/14,South,Caffe Mocha,212,15,96
8/1/14,West,Chamomile,505,139,99
9/1/14,Central,Lemon,66,9,54
8/1/15,Central,Decaf Irish Cream,310,72,71
4/1/15,Central,Decaf Espresso,151,55,36
2/1/14,East,Decaf Irish Cream,203,-7,91
1/1/14,Central,Decaf Irish Cream,191,52,36
3/1/14,South,Decaf Espresso,168,60,30
5/1/14,South,Caffe Mocha,173,44,49
10/1/15,South,Decaf Irish Cream,315,318,121
2/1/14,South,Decaf Espresso,194,81,47
8/1/14,East,Mint,155,70,56
1/1/14,South,Lemon,467,141,119
1/1/15,South,Caffe Mocha,152,69,26
8/1/15,West,Lemon,56,36,20
8/1/14,East,Darjeeling,54,7,18
5/1/15,South,Decaf Irish Cream,142,57,27
12/1/14,Central,Decaf Irish Cream,191,66,43
3/1/15,Central,Decaf Irish Cream,240,90,55
8/1/14,West,Decaf Irish Cream,184,17,73
1/1/15,East,Decaf Irish Cream,204,53,57
2/1/15,West,Decaf Irish Cream,80,8,21
10/1/14,South,Lemon,294,78,121
8/1/14,East,Darjeeling,71,14,20
11/1/14,East,Darjeeling,76,20,18
8/1/15,Central,Decaf Irish Cream,75,33,28
5/1/15,West,Chamomile,625,269,124
8/1/14,East,Mint,102,31,40
12/1/14,East,Decaf Irish Cream,552,509,147
9/1/15,West,Chamomile,86,38,40
1/1/14,East,Mint,97,8,50
2/1/14,East,Lemon,221,57,52
2/1/15,West,Decaf Irish Cream,95,59,24
12/1/14,Central,Amaretto,103,4,50
10/1/14,West,Darjeeling,331,110,55
4/1/15,Central,Chamomile,147,48,38
10/1/14,West,Lemon,266,88,120
12/1/14,West,Amaretto,100,11,46
10/1/14,West,Chamomile,285,101,64
2/1/14,Central,Darjeeling,119,49,35
12/1/14,Central,Decaf Irish Cream,125,40,49
2/1/14,West,Caffe Mocha,112,24,26
12/1/14,East,Chamomile,100,13,53
2/1/14,West,Decaf Espresso,166,60,58
5/1/14,South,Decaf Irish Cream,122,24,35
8/1/15,Central,Decaf Irish Cream,64,21,32
9/1/15,South,Lemon,99,47,41
1/1/15,East,Chamomile,145,40,51
4/1/14,Central,Caffe Mocha,166,37,46
8/1/14,East,Caffe Mocha,328,183,63
10/1/14,East,Chamomile,336,87,63
2/1/14,Central,Darjeeling,117,1,38
7/1/14,South,Decaf Irish Cream,130,62,42
11/1/15,South,Caffe Mocha,217,101,43
10/1/14,South,Lemon,80,2,47
1/1/14,South,Decaf Irish Cream,127,-9,59
10/1/14,Central,Decaf Espresso,298,152,64
11/1/14,West,Decaf Espresso,126,24,38
9/1/15,Central,Decaf Irish Cream,234,102,53
8/1/15,East,Darjeeling,41,9,19
1/1/14,South,Decaf Irish Cream,197,81,36
11/1/15,Central,Caffe Mocha,558,226,105
4/1/14,East,Mint,133,-1,79
4/1/14,West,Chamomile,280,95,37
4/1/14,West,Darjeeling,131,14,40
8/1/15,Central,Caffe Mocha,63,15,21
7/1/14,Central,Decaf Irish Cream,171,41,46
2/1/14,West,Decaf Irish Cream,152,39,43
2/1/15,Central,Decaf Irish Cream,98,19,43
10/1/15,South,Decaf Irish Cream,190,54,48
11/1/15,East,Decaf Espresso,144,61,55
2/1/14,East,Decaf Irish Cream,195,11,132
1/1/15,West,Darjeeling,125,17,83
12/1/15,West,Darjeeling,118,-12,77
12/1/15,West,Decaf Irish Cream,70,14,22
1/1/14,West,Decaf Espresso,70,55,20
5/1/15,East,Lemon,187,56,40
9/1/15,West,Mint,257,64,39
7/1/14,East,Decaf Irish Cream,314,343,45
2/1/14,South,Caffe Latte,133,25,45
5/1/15,South,Decaf Irish Cream,53,34,19
12/1/14,East,Lemon,87,1,44
10/1/14,South,Decaf Irish Cream,274,41,66
12/1/14,West,Caffe Mocha,323,131,69
5/1/14,West,Darjeeling,156,21,45
10/1/15,Central,Darjeeling,243,89,39
2/1/14,West,Chamomile,102,21,24
3/1/15,Central,Decaf Irish Cream,194,119,58
10/1/14,Central,Darjeeling,24,-6,39
9/1/14,East,Lemon,105,-24,43
9/1/15,West,Darjeeling,143,43,38
1/1/14,Central,Mint,231,7,62
10/1/15,East,Lemon,249,104,53
5/1/14,East,Decaf Espresso,110,35,16
5/1/15,West,Decaf Irish Cream,79,35,20
3/1/14,East,Mint,102,43,19
7/1/15,West,Decaf Espresso,551,366,118
3/1/14,West,Decaf Irish Cream,193,-76,68
9/1/15,Central,Decaf Irish Cream,309,113,50
1/1/15,West,Lemon,155,37,43
3/1/14,Central,Darjeeling,179,127,49
5/1/14,West,Decaf Irish Cream,158,26,57
4/1/15,West,Mint,215,122,53
9/1/15,South,Caffe Latte,136,29,32
4/1/14,East,Darjeeling,105,15,35
12/1/15,West,Caffe Latte,570,280,125
10/1/14,East,Decaf Irish Cream,218,91,48
12/1/14,Central,Decaf Espresso,88,20,41
10/1/14,Central,Decaf Irish Cream,199,94,46
5/1/15,South,Decaf Irish Cream,56,39,17
8/1/14,West,Decaf Irish Cream,144,8,68
1/1/14,Central,Darjeeling,136,74,42
1/1/14,West,Caffe Latte,88,7,24
3/1/15,Central,Decaf Irish Cream,252,354,103
2/1/15,East,Decaf Irish Cream,355,137,95
9/1/15,East,Decaf Irish Cream,238,118,60
5/1/14,East,Decaf Espresso,275,104,58
5/1/15,West,Lemon,79,37,13
12/1/14,East,Mint,88,-14,46
5/1/15,West,Decaf Irish Cream,184,52,48
2/1/14,West,Earl Grey,208,134,36
8/1/14,Central,Chamomile,347,205,143
3/1/14,South,Decaf Espresso,189,129,57
2/1/14,West,Darjeeling,136,71,37
8/1/14,Central,Darjeeling,335,152,69
5/1/14,East,Lemon,159,34,41
2/1/14,West,Darjeeling,178,74,31
5/1/14,East,Darjeeling,71,25,20
5/1/14,South,Decaf Irish Cream,132,46,42
5/1/14,West,Decaf Irish Cream,135,33,42
3/1/15,Central,Decaf Irish Cream,207,85,42
5/1/15,East,Decaf Irish Cream,490,353,134
5/1/14,Central,Decaf Irish Cream,69,15,32
1/1/15,West,Chamomile,436,193,86
6/1/14,East,Darjeeling,64,13,29
6/1/15,East,Decaf Irish Cream,518,429,97
10/1/14,West,Lemon,474,108,121
8/1/14,West,Decaf Irish Cream,126,21,61
11/1/14,East,Chamomile,143,30,47
2/1/14,West,Darjeeling,98,-16,52
5/1/15,West,Decaf Irish Cream,125,40,42
4/1/15,Central,Decaf Irish Cream,174,69,40
1/1/14,South,Caffe Mocha,152,3,52
6/1/14,South,Decaf Irish Cream,129,13,44
3/1/14,East,Darjeeling,105,18,39
2/1/15,West,Darjeeling,264,135,43
1/1/14,Central,Decaf Irish Cream,207,135,32
1/1/15,West,Darjeeling,484,136,87
6/1/15,Central,Decaf Irish Cream,143,29,43
1/1/14,Central,Decaf Espresso,207,106,41
5/1/15,West,Chamomile,84,31,18
8/1/14,Central,Lemon,127,-3,62
8/1/15,Central,Decaf Irish Cream,195,61,45
8/1/15,Central,Chamomile,77,12,16
4/1/14,West,Darjeeling,118,-13,70
4/1/14,West,Decaf Irish Cream,151,39,34
7/1/14,West,Decaf Irish Cream,126,65,47
11/1/15,West,Darjeeling,64,-17,48
11/1/15,South,Caffe Latte,84,-5,39
2/1/14,West,Decaf Irish Cream,107,35,50
1/1/15,West,Decaf Espresso,93,-1,105
10/1/14,West,Decaf Irish Cream,54,6,24
12/1/14,West,Lemon,541,287,98
12/1/15,West,Darjeeling,220,73,36
10/1/14,West,Darjeeling,522,142,87
10/1/15,South,Caffe Mocha,239,144,59
5/1/15,West,Caffe Mocha,89,54,31
2/1/14,West,Decaf Espresso,55,20,20
5/1/15,East,Colombian,577,283,114
1/1/14,Central,Decaf Irish Cream,270,140,120
1/1/14,East,Darjeeling,97,31,22
2/1/15,South,Decaf Irish Cream,150,19,43
3/1/14,West,Chamomile,56,10,15
9/1/15,West,Darjeeling,145,49,34
2/1/14,West,Caffe Latte,41,7,23
2/1/14,South,Decaf Espresso,204,32,61
8/1/15,Central,Lemon,76,28,20
8/1/15,East,Decaf Irish Cream,376,238,149
2/1/14,West,Chamomile,110,17,22
9/1/15,West,Decaf Espresso,80,32,16
10/1/14,Central,Decaf Espresso,120,7,41
2/1/15,Central,Chamomile,90,9,35
9/1/14,Central,Decaf Irish Cream,168,61,47
2/1/14,West,Chamomile,140,73,56
8/1/15,East,Darjeeling,76,14,18
12/1/14,East,Caffe Mocha,217,44,60
12/1/15,West,Lemon,608,244,122
3/1/14,Central,Darjeeling,192,27,46
2/1/14,East,Decaf Espresso,178,50,54
5/1/15,Central,Decaf Irish Cream,110,33,39
6/1/14,West,Decaf Irish Cream,121,-1,49
9/1/15,West,Decaf Irish Cream,87,30,38
3/1/14,Central,Darjeeling,206,102,52
1/1/15,South,Caffe Latte,300,103,91
11/1/14,Central,Darjeeling,45,2,46
4/1/14,Central,Lemon,174,93,35
4/1/14,West,Amaretto,123,13,57
8/1/14,West,Darjeeling,350,163,172
11/1/14,West,Caffe Mocha,75,22,24
5/1/15,West,Decaf Irish Cream,109,35,24
10/1/15,East,Lemon,320,145,65
5/1/14,South,Decaf Irish Cream,111,30,35
11/1/15,West,Darjeeling,65,5,23
10/1/14,West,Decaf Espresso,317,116,46
10/1/14,East,Decaf Irish Cream,198,42,61
2/1/14,Central,Decaf Irish Cream,210,115,82
1/1/15,Central,Decaf Irish Cream,225,103,64
1/1/14,Central,Chamomile,146,58,55
5/1/14,West,Mint,119,21,42
5/1/15,East,Amaretto,515,225,138
2/1/14,Central,Decaf Irish Cream,205,75,40
1/1/14,Central,Decaf Irish Cream,174,87,56
2/1/14,West,Decaf Irish Cream,112,17,46
9/1/14,West,Darjeeling,94,18,47
4/1/15,East,Decaf Espresso,132,59,34
3/1/15,East,Decaf Irish Cream,339,409,56
8/1/15,East,Darjeeling,65,10,18
2/1/15,East,Decaf Irish Cream,223,36,53
8/1/15,Central,Chamomile,58,24,14
8/1/14,South,Decaf Irish Cream,84,19,19
10/1/15,West,Darjeeling,347,127,39
5/1/14,Central,Decaf Irish Cream,119,37,35
12/1/14,Central,Decaf Irish Cream,118,59,37
8/1/14,West,Caffe Mocha,314,141,64
8/1/15,West,Caffe Mocha,76,39,16
7/1/14,South,Decaf Irish Cream,81,68,37
4/1/14,West,Darjeeling,69,-6,48
6/1/15,West,Lemon,527,196,93
9/1/15,Central,Decaf Irish Cream,145,50,57
5/1/15,West,Decaf Irish Cream,176,59,46
8/1/14,South,Caffe Latte,86,8,15
8/1/15,West,Darjeeling,572,215,91
2/1/15,East,Caffe Mocha,245,56,67
2/1/14,East,Lemon,101,8,62
8/1/15,East,Mint,179,41,58
11/1/14,West,Caffe Latte,499,154,104
10/1/14,East,Mint,91,13,42
3/1/14,Central,Decaf Irish Cream,284,121,46
5/1/15,West,Caffe Mocha,206,60,55
10/1/14,South,Caffe Mocha,118,26,36
3/1/14,Central,Decaf Espresso,159,93,38
1/1/14,South,Decaf Irish Cream,188,48,42
7/1/14,East,Caffe Mocha,128,12,57
1/1/15,Central,Decaf Irish Cream,89,35,40
1/1/15,Central,Decaf Irish Cream,186,110,40
11/1/15,Central,Darjeeling,302,155,96
2/1/15,South,Lemon,104,69,41
1/1/15,Central,Decaf Espresso,216,95,38
12/1/14,Central,Mint,159,23,40
10/1/14,Central,Darjeeling,195,104,42
8/1/14,West,Chamomile,241,26,80
9/1/15,South,Decaf Espresso,249,131,46
5/1/15,Central,Caffe Mocha,67,42,19
1/1/14,Central,Decaf Espresso,135,75,45
9/1/15,West,Lemon,165,52,39
7/1/14,South,Lemon,71,5,19
4/1/15,South,Lemon,116,45,37
7/1/15,West,Caffe Mocha,63,-3,25
3/1/14,Central,Decaf Irish Cream,198,84,44
9/1/15,West,Decaf Espresso,70,40,22
1/1/14,East,Decaf Irish Cream,260,90,62
5/1/15,Central,Decaf Irish Cream,169,57,39
8/1/14,Central,Darjeeling,333,179,68
11/1/15,East,Decaf Espresso,78,46,23
10/1/14,West,Decaf Irish Cream,120,12,44
1/1/14,Central,Lemon,138,-1,70
5/1/15,West,Decaf Irish Cream,118,40,37
5/1/15,West,Decaf Irish Cream,140,47,46
10/1/14,West,Darjeeling,208,93,41
8/1/14,East,Lemon,140,29,52
10/1/14,East,Decaf Irish Cream,285,109,117
3/1/14,West,Decaf Irish Cream,126,5,44
5/1/15,Central,Decaf Irish Cream,168,51,41
8/1/15,Central,Darjeeling,526,233,98
2/1/14,East,Darjeeling,114,25,23
1/1/15,East,Mint,284,127,55
9/1/15,West,Darjeeling,197,28,48
12/1/15,South,Decaf Irish Cream,72,20,27
5/1/15,West,Lemon,114,23,19
10/1/14,East,Decaf Irish Cream,127,39,57
2/1/15,West,Caffe Mocha,167,21,50
2/1/14,West,Decaf Espresso,99,27,23
12/1/14,Central,Amaretto,126,36,38
2/1/15,Central,Colombian,297,123,56
1/1/14,East,Decaf Irish Cream,507,331,40
2/1/15,Central,Decaf Irish Cream,86,8,20
6/1/15,South,Colombian,558,314,91
2/1/14,East,Decaf Irish Cream,138,-10,87
10/1/14,South,Lemon,81,13,53
4/1/14,West,Decaf Irish Cream,142,47,32
2/1/15,Central,Decaf Irish Cream,367,197,111
2/1/14,Central,Darjeeling,203,104,36
4/1/14,Central,Decaf Irish Cream,121,51,37
10/1/14,South,Caffe Mocha,74,1,23
4/1/14,West,Decaf Irish Cream,104,28,29
10/1/14,South,Chamomile,53,-5,19
1/1/14,West,Decaf Espresso,143,22,47
7/1/15,Central,Darjeeling,67,38,16
8/1/15,Central,Caffe Mocha,75,23,18
3/1/14,South,Decaf Irish Cream,291,104,48
7/1/15,West,Caffe Mocha,28,-1,10
8/1/15,Central,Decaf Irish Cream,88,22,43
3/1/14,Central,Lemon,278,114,59
2/1/14,West,Caffe Mocha,117,28,28
3/1/15,Central,Decaf Irish Cream,236,77,44
4/1/15,East,Decaf Irish Cream,555,370,90
3/1/14,South,Caffe Mocha,167,77,52
5/1/15,Central,Lemon,299,100,32
7/1/14,West,Chamomile,285,110,103
2/1/14,East,Decaf Irish Cream,182,25,45
3/1/14,East,Mint,103,25,40
10/1/15,Central,Lemon,336,145,97
6/1/15,Central,Decaf Irish Cream,129,34,46
9/1/15,South,Decaf Espresso,133,38,36
8/1/14,Central,Lemon,56,-13,36
1/1/15,West,Darjeeling,78,-14,75
10/1/14,East,Darjeeling,62,-2,16
2/1/14,West,Caffe Latte,46,-2,22
8/1/15,Central,Decaf Espresso,62,22,18
3/1/14,South,Caffe Latte,125,59,51
10/1/14,South,Lemon,68,7,21
8/1/14,Central,Decaf Irish Cream,244,106,64
10/1/15,West,Darjeeling,242,88,34
10/1/14,West,Decaf Espresso,53,38,19
4/1/15,Central,Decaf Irish Cream,201,46,40
8/1/14,South,Caffe Mocha,52,3,20
3/1/15,East,Decaf Irish Cream,353,412,88
10/1/14,East,Decaf Irish Cream,222,96,59
5/1/15,West,Lemon,562,187,128
2/1/14,South,Caffe Latte,112,40,51
5/1/14,West,Mint,132,49,50
3/1/15,South,Caffe Mocha,171,54,42
5/1/15,West,Chamomile,535,274,123
2/1/14,West,Darjeeling,132,-2,41
7/1/14,South,Chamomile,126,21,26
12/1/14,South,Decaf Irish Cream,132,23,41
8/1/14,Central,Decaf Irish Cream,204,64,67
2/1/14,West,Darjeeling,120,-16,124
7/1/14,West,Decaf Irish Cream,134,19,53
2/1/14,Central,Amaretto,138,47,57
8/1/14,East,Decaf Irish Cream,314,210,132
5/1/14,Central,Decaf Irish Cream,156,29,49
7/1/15,South,Decaf Irish Cream,48,17,12
10/1/15,East,Decaf Irish Cream,553,251,126
11/1/15,Central,Darjeeling,513,118,102
3/1/15,West,Mint,355,155,92
10/1/14,West,Decaf Irish Cream,184,25,56
12/1/15,West,Chamomile,67,24,33
4/1/15,Central,Darjeeling,197,70,34
3/1/15,West,Lemon,749,247,130
3/1/14,Central,Decaf Espresso,259,117,46
3/1/14,West,Decaf Irish Cream,120,38,41
3/1/14,South,Decaf Irish Cream,291,143,101
10/1/14,South,Caffe Mocha,274,104,49
1/1/14,West,Decaf Irish Cream,156,16,55
2/1/15,Central,Decaf Irish Cream,172,73,45
5/1/15,West,Lemon,548,264,129
12/1/15,Central,Caffe Mocha,229,76,56
5/1/15,South,Lemon,64,34,21
9/1/14,East,Lemon,138,-5,51
2/1/14,West,Decaf Irish Cream,146,21,43
2/1/14,Central,Lemon,172,43,55
9/1/15,West,Caffe Latte,91,10,28
10/1/14,Central,Darjeeling,186,60,47
4/1/14,West,Caffe Mocha,107,12,39
2/1/14,West,Caffe Mocha,108,7,46
7/1/15,Central,Decaf Irish Cream,72,9,19
9/1/14,West,Decaf Irish Cream,133,-8,50
5/1/15,Central,Decaf Irish Cream,173,37,60
12/1/14,West,Amaretto,153,22,48
5/1/15,Central,Caffe Mocha,51,41,16
7/1/14,West,Chamomile,317,128,50
3/1/15,West,Earl Grey,238,97,46
12/1/14,Central,Chamomile,135,39,37
3/1/14,West,Darjeeling,172,117,39
