Ddate,Market,Product,Product Type,Sales,Profit,Expenses
10/1/13,Central,Chamomile,Herbal Tea,605,183,119
1/1/13,Central,Decaf Irish Cream,Coffee,205,45,57
8/1/13,South,Lemon,Herbal Tea,55,17,17
8/1/13,East,Caffe Mocha,Espresso,64,-261,29
8/1/12,West,Lemon,Herbal Tea,902,228,178
8/1/12,South,Decaf Irish Cream,Coffee,100,17,24
5/1/13,West,Caffe Mocha,Espresso,127,51,25
9/1/13,East,Decaf Espresso,Espresso,227,109,46
2/1/13,Central,Caffe Mocha,Espresso,98,37,27
9/1/13,South,Lemon,Herbal Tea,157,91,52
4/1/12,West,Lemon,Herbal Tea,105,27,39
10/1/12,Central,Decaf Espresso,Espresso,87,14,19
8/1/12,West,Decaf Irish Cream,Coffee,144,24,61
1/1/12,East,Darjeeling,Tea,123,33,25
1/1/12,South,Colombian,Coffee,203,71,93
12/1/13,Central,Decaf Espresso,Espresso,612,189,145
1/1/12,Central,Decaf Irish Cream,Coffee,262,82,75
3/1/13,Central,Decaf Irish Cream,Coffee,272,168,84
5/1/12,East,Decaf Espresso,Espresso,180,27,62
12/1/12,Central,Decaf Irish Cream,Coffee,184,77,42
9/1/13,Central,Decaf Irish Cream,Coffee,150,30,35
5/1/13,East,Decaf Irish Cream,Coffee,260,42,114
2/1/12,East,Darjeeling,Tea,111,32,23
8/1/12,West,Chamomile,Herbal Tea,302,84,148
6/1/13,Central,Decaf Espresso,Espresso,293,147,61
9/1/13,East,Decaf Irish Cream,Coffee,344,547,59
10/1/13,East,Amaretto,Coffee,304,186,43
8/1/12,West,Decaf Espresso,Espresso,59,14,15
2/1/12,West,Decaf Espresso,Espresso,122,-2,37
3/1/13,West,Chamomile,Herbal Tea,92,26,19
12/1/13,South,Caffe Mocha,Espresso,303,141,68
8/1/13,Central,Lemon,Herbal Tea,92,29,29
1/1/13,West,Amaretto,Coffee,292,55,56
5/1/12,West,Decaf Irish Cream,Coffee,105,-1,51
10/1/12,Central,Darjeeling,Tea,99,9,40
5/1/13,West,Lemon,Herbal Tea,43,25,14
8/1/13,East,Decaf Irish Cream,Coffee,233,42,62
1/1/13,East,Chamomile,Herbal Tea,158,48,57
8/1/12,West,Earl Grey,Tea,562,226,126
9/1/12,East,Caffe Mocha,Espresso,81,26,29
11/1/12,West,Decaf Irish Cream,Coffee,116,28,45
2/1/13,South,Chamomile,Herbal Tea,140,62,53
12/1/12,Central,Decaf Irish Cream,Coffee,105,29,44
2/1/12,Central,Caffe Mocha,Espresso,54,31,28
10/1/12,South,Chamomile,Herbal Tea,63,33,22
10/1/12,South,Decaf Irish Cream,Coffee,110,6,40
2/1/12,South,Caffe Mocha,Espresso,216,26,105
3/1/12,South,Decaf Irish Cream,Coffee,205,15,108
4/1/12,South,Caffe Latte,Espresso,174,52,61
2/1/12,West,Amaretto,Coffee,120,14,55
8/1/12,South,Lemon,Herbal Tea,68,2,21
8/1/13,East,Chamomile,Herbal Tea,66,2,23
5/1/12,South,Decaf Espresso,Espresso,251,57,54
9/1/12,Central,Lemon,Herbal Tea,141,0,66
7/1/13,East,Colombian,Coffee,599,328,142
9/1/13,Central,Chamomile,Herbal Tea,102,29,40
8/1/13,South,Chamomile,Herbal Tea,63,8,14
2/1/12,West,Decaf Irish Cream,Coffee,148,-8,96
11/1/13,East,Decaf Irish Cream,Coffee,328,347,124
5/1/13,West,Decaf Irish Cream,Coffee,156,33,33
8/1/12,West,Chamomile,Herbal Tea,232,43,83
11/1/12,South,Caffe Latte,Espresso,507,151,73
1/1/12,East,Darjeeling,Tea,83,3,24
8/1/12,South,Caffe Mocha,Espresso,288,136,96
8/1/13,East,Darjeeling,Tea,73,0,17
10/1/13,West,Lemon,Herbal Tea,133,38,48
5/1/13,West,Decaf Irish Cream,Coffee,267,32,130
2/1/12,West,Darjeeling,Tea,147,69,50
2/1/12,West,Decaf Irish Cream,Coffee,143,29,44
9/1/13,East,Decaf Irish Cream,Coffee,213,37,53
1/1/12,West,Decaf Irish Cream,Coffee,103,15,51
2/1/13,West,Decaf Espresso,Espresso,154,4,56
5/1/12,West,Amaretto,Coffee,122,15,53
10/1/12,West,Decaf Irish Cream,Coffee,197,89,41
1/1/13,South,Lemon,Herbal Tea,97,20,26
5/1/13,Central,Lemon,Herbal Tea,69,49,20
7/1/12,South,Caffe Mocha,Espresso,202,7,72
4/1/12,West,Decaf Irish Cream,Coffee,109,29,30
8/1/13,Central,Decaf Irish Cream,Coffee,69,23,42
12/1/12,Central,Decaf Irish Cream,Coffee,117,15,42
10/1/12,Central,Darjeeling,Tea,97,22,38
4/1/12,East,Green Tea,Tea,124,-2,58
8/1/12,East,Mint,Herbal Tea,146,13,53
2/1/12,West,Darjeeling,Tea,48,-14,40
12/1/12,West,Chamomile,Herbal Tea,209,104,46
8/1/12,West,Caffe Mocha,Espresso,45,16,17
10/1/12,East,Regular Espresso,Espresso,311,104,57
2/1/12,West,Lemon,Herbal Tea,168,42,44
10/1/12,West,Decaf Espresso,Espresso,43,-5,14
2/1/12,West,Mint,Herbal Tea,227,93,85
11/1/12,East,Darjeeling,Tea,80,15,43
3/1/13,Central,Decaf Irish Cream,Coffee,217,85,67
10/1/13,West,Darjeeling,Tea,334,175,104
5/1/13,West,Darjeeling,Tea,135,-22,132
3/1/13,West,Decaf Espresso,Espresso,222,58,38
9/1/13,Central,Decaf Irish Cream,Coffee,154,60,39
8/1/12,Central,Decaf Irish Cream,Coffee,199,33,49
11/1/13,Central,Darjeeling,Tea,118,-6,45
2/1/12,Central,Caffe Mocha,Espresso,294,114,99
2/1/12,South,Lemon,Herbal Tea,125,41,25
2/1/12,Central,Amaretto,Coffee,202,58,42
1/1/12,Central,Decaf Irish Cream,Coffee,278,137,41
4/1/12,Central,Darjeeling,Tea,82,-10,39
5/1/13,East,Decaf Irish Cream,Coffee,269,57,57
12/1/12,Central,Decaf Irish Cream,Coffee,81,22,36
11/1/12,Central,Chamomile,Herbal Tea,137,26,48
11/1/13,Central,Decaf Irish Cream,Coffee,298,127,36
8/1/12,East,Chamomile,Herbal Tea,79,5,43
3/1/13,Central,Decaf Espresso,Espresso,188,53,49
2/1/12,West,Darjeeling,Tea,32,-16,37
10/1/13,Central,Chamomile,Herbal Tea,321,147,36
2/1/12,Central,Darjeeling,Tea,120,10,39
10/1/12,South,Decaf Irish Cream,Coffee,290,107,47
12/1/12,Central,Decaf Irish Cream,Coffee,122,17,45
2/1/12,West,Decaf Espresso,Espresso,502,141,92
10/1/12,Central,Darjeeling,Tea,100,13,24
2/1/13,West,Caffe Mocha,Espresso,187,48,70
2/1/13,West,Decaf Irish Cream,Coffee,220,21,90
7/1/12,East,Decaf Irish Cream,Coffee,320,303,63
4/1/13,East,Lemon,Herbal Tea,189,70,40
8/1/13,Central,Chamomile,Herbal Tea,63,21,10
8/1/12,East,Lemon,Herbal Tea,111,10,49
2/1/12,South,Decaf Irish Cream,Coffee,57,22,26
5/1/12,South,Lemon,Herbal Tea,179,54,60
5/1/12,South,Lemon,Herbal Tea,116,19,19
10/1/12,Central,Decaf Espresso,Espresso,269,101,92
5/1/13,West,Caffe Mocha,Espresso,188,50,38
1/1/12,West,Lemon,Herbal Tea,131,17,42
12/1/12,West,Caffe Mocha,Espresso,121,18,24
1/1/13,West,Decaf Irish Cream,Coffee,109,31,32
7/1/12,South,Decaf Irish Cream,Coffee,231,70,65
1/1/13,Central,Decaf Irish Cream,Coffee,332,73,73
8/1/12,East,Darjeeling,Tea,69,18,21
1/1/13,West,Chamomile,Herbal Tea,434,108,95
12/1/12,East,Caffe Mocha,Espresso,39,12,22
1/1/12,East,Decaf Irish Cream,Coffee,263,117,54
5/1/13,West,Decaf Irish Cream,Coffee,140,40,44
7/1/12,Central,Darjeeling,Tea,198,5,78
4/1/12,South,Caffe Latte,Espresso,107,3,39
9/1/13,East,Darjeeling,Tea,86,46,36
10/1/12,East,Decaf Irish Cream,Coffee,327,90,64
8/1/12,Central,Lemon,Herbal Tea,86,33,42
11/1/12,West,Caffe Mocha,Espresso,454,40,89
3/1/13,West,Darjeeling,Tea,259,78,39
2/1/13,South,Decaf Irish Cream,Coffee,94,20,25
1/1/13,Central,Decaf Irish Cream,Coffee,228,86,45
12/1/12,West,Caffe Mocha,Espresso,92,34,36
9/1/13,East,Darjeeling,Tea,125,27,51
2/1/12,West,Mint,Herbal Tea,159,57,45
8/1/12,West,Decaf Irish Cream,Coffee,83,31,24
10/1/12,West,Darjeeling,Tea,282,121,52
4/1/12,West,Decaf Irish Cream,Coffee,175,38,55
8/1/13,Central,Lemon,Herbal Tea,101,10,31
9/1/13,West,Caffe Latte,Espresso,99,38,36
1/1/13,Central,Lemon,Herbal Tea,445,121,107
8/1/12,East,Darjeeling,Tea,73,10,18
6/1/13,West,Decaf Espresso,Espresso,464,302,80
1/1/13,East,Mint,Herbal Tea,155,51,46
3/1/13,Central,Decaf Irish Cream,Coffee,238,103,56
8/1/12,West,Decaf Irish Cream,Coffee,277,41,60
10/1/12,East,Chamomile,Herbal Tea,127,0,48
12/1/12,East,Decaf Irish Cream,Coffee,230,29,47
10/1/12,West,Darjeeling,Tea,93,5,56
8/1/12,East,Decaf Irish Cream,Coffee,305,138,143
9/1/12,South,Decaf Irish Cream,Coffee,272,78,86
1/1/12,East,Caffe Mocha,Espresso,321,73,91
10/1/12,South,Decaf Irish Cream,Coffee,121,37,46
2/1/12,West,Decaf Irish Cream,Coffee,196,58,80
5/1/12,West,Decaf Irish Cream,Coffee,70,3,34
1/1/12,West,Darjeeling,Tea,54,16,26
2/1/12,West,Lemon,Herbal Tea,252,138,93
1/1/12,Central,Caffe Mocha,Espresso,205,73,87
8/1/12,West,Caffe Mocha,Espresso,27,15,22
11/1/13,East,Darjeeling,Tea,80,-4,24
1/1/12,East,Decaf Espresso,Espresso,77,20,25
8/1/13,Central,Decaf Irish Cream,Coffee,81,23,39
2/1/12,East,Lemon,Herbal Tea,210,91,37
3/1/12,Central,Decaf Espresso,Espresso,197,69,47
6/1/12,South,Lemon,Herbal Tea,109,-9,44
1/1/13,South,Chamomile,Herbal Tea,240,125,56
8/1/12,East,Decaf Irish Cream,Coffee,248,36,66
11/1/12,East,Chamomile,Herbal Tea,75,1,25
1/1/12,Central,Decaf Irish Cream,Coffee,222,109,38
2/1/13,South,Caffe Mocha,Espresso,77,13,36
3/1/13,Central,Colombian,Coffee,682,139,127
8/1/13,South,Chamomile,Herbal Tea,81,10,18
10/1/12,East,Decaf Irish Cream,Coffee,266,71,63
11/1/12,West,Decaf Espresso,Espresso,127,11,46
3/1/12,South,Decaf Irish Cream,Coffee,111,28,38
10/1/13,West,Chamomile,Herbal Tea,22,21,17
5/1/13,Central,Chamomile,Herbal Tea,596,186,112
2/1/12,West,Chamomile,Herbal Tea,114,40,34
10/1/12,South,Decaf Irish Cream,Coffee,85,24,56
11/1/13,Central,Darjeeling,Tea,67,8,28
12/1/12,Central,Amaretto,Coffee,131,29,39
10/1/12,East,Lemon,Herbal Tea,92,12,48
12/1/12,Central,Darjeeling,Tea,111,16,39
2/1/12,Central,Decaf Irish Cream,Coffee,222,95,77
7/1/13,Central,Decaf Espresso,Espresso,87,41,15
10/1/13,Central,Darjeeling,Tea,336,174,37
8/1/12,East,Darjeeling,Tea,67,-2,18
8/1/13,East,Decaf Irish Cream,Coffee,305,520,134
4/1/12,South,Caffe Mocha,Espresso,169,38,39
3/1/12,South,Decaf Irish Cream,Coffee,160,20,39
12/1/12,Central,Decaf Irish Cream,Coffee,199,123,45
2/1/12,East,Amaretto,Coffee,181,62,91
10/1/12,Central,Decaf Espresso,Espresso,45,4,12
5/1/12,South,Decaf Irish Cream,Coffee,149,29,57
2/1/13,South,Decaf Irish Cream,Coffee,150,38,40
11/1/12,West,Caffe Mocha,Espresso,50,10,21
8/1/13,Central,Chamomile,Herbal Tea,258,133,46
10/1/12,West,Lemon,Herbal Tea,266,92,137
3/1/12,Central,Chamomile,Herbal Tea,174,81,53
1/1/13,East,Decaf Espresso,Espresso,95,44,25
7/1/12,West,Chamomile,Herbal Tea,287,105,101
5/1/13,West,Caffe Mocha,Espresso,165,-8,70
8/1/13,East,Lemon,Herbal Tea,98,2,46
9/1/12,Central,Lemon,Herbal Tea,74,-8,36
10/1/12,South,Decaf Irish Cream,Coffee,68,16,20
1/1/13,West,Mint,Herbal Tea,167,48,51
9/1/13,Central,Decaf Espresso,Espresso,71,38,13
2/1/13,Central,Decaf Irish Cream,Coffee,224,105,74
1/1/12,Central,Lemon,Herbal Tea,262,100,86
2/1/13,East,Chamomile,Herbal Tea,172,73,56
12/1/12,West,Decaf Irish Cream,Coffee,273,148,140
5/1/12,East,Darjeeling,Tea,147,31,44
8/1/13,Central,Chamomile,Herbal Tea,76,47,22
5/1/13,South,Decaf Irish Cream,Coffee,531,151,124
2/1/12,West,Decaf Espresso,Espresso,75,21,21
11/1/13,East,Decaf Espresso,Espresso,128,-3,39
11/1/12,South,Caffe Latte,Espresso,87,0,45
1/1/12,West,Decaf Irish Cream,Coffee,120,1,39
10/1/12,Central,Decaf Irish Cream,Coffee,197,52,45
5/1/12,South,Decaf Irish Cream,Coffee,86,17,29
5/1/12,East,Decaf Irish Cream,Coffee,139,25,51
11/1/13,West,Caffe Latte,Espresso,89,36,23
1/1/13,South,Decaf Irish Cream,Coffee,235,63,60
2/1/13,South,Decaf Espresso,Espresso,191,51,34
3/1/13,East,Decaf Irish Cream,Coffee,671,210,146
8/1/13,South,Chamomile,Herbal Tea,68,24,16
2/1/12,West,Darjeeling,Tea,165,43,48
1/1/12,South,Decaf Irish Cream,Coffee,129,-19,68
3/1/12,Central,Decaf Irish Cream,Coffee,117,1,39
11/1/13,Central,Caffe Mocha,Espresso,124,-6,49
12/1/12,Central,Decaf Irish Cream,Coffee,147,69,42
8/1/12,West,Amaretto,Coffee,81,23,39
9/1/13,East,Chamomile,Herbal Tea,107,37,44
1/1/13,South,Caffe Mocha,Espresso,146,60,59
3/1/13,East,Decaf Irish Cream,Coffee,311,204,42
5/1/12,West,Caffe Latte,Espresso,120,16,39
10/1/13,West,Darjeeling,Tea,510,153,93
8/1/13,East,Decaf Irish Cream,Coffee,332,109,147
2/1/12,East,Decaf Espresso,Espresso,103,9,22
1/1/12,Central,Amaretto,Coffee,191,91,40
4/1/12,Central,Amaretto,Coffee,176,39,61
2/1/12,South,Caffe Mocha,Espresso,104,24,24
8/1/12,Central,Decaf Irish Cream,Coffee,153,39,43
5/1/13,West,Chamomile,Herbal Tea,508,205,121
1/1/12,East,Darjeeling,Tea,120,33,20
5/1/12,East,Darjeeling,Tea,48,13,18
2/1/12,Central,Mint,Herbal Tea,154,68,37
1/1/13,South,Caffe Mocha,Espresso,230,88,57
3/1/13,West,Decaf Irish Cream,Coffee,214,23,54
6/1/13,Central,Darjeeling,Tea,173,31,36
1/1/13,Central,Darjeeling,Tea,83,36,34
5/1/13,Central,Lemon,Herbal Tea,74,45,16
9/1/13,West,Caffe Latte,Espresso,88,39,22
4/1/12,East,Darjeeling,Tea,72,14,40
8/1/13,Central,Decaf Irish Cream,Coffee,93,38,25
8/1/13,Central,Decaf Irish Cream,Coffee,59,22,25
8/1/12,West,Decaf Irish Cream,Coffee,143,29,43
5/1/13,East,Mint,Herbal Tea,189,107,39
8/1/12,South,Chamomile,Herbal Tea,98,7,21
2/1/12,Central,Darjeeling,Tea,199,135,37
10/1/13,East,Decaf Espresso,Espresso,320,218,114
2/1/13,South,Decaf Irish Cream,Coffee,92,36,23
3/1/12,West,Chamomile,Herbal Tea,110,18,35
1/1/12,Central,Decaf Irish Cream,Coffee,468,147,38
5/1/12,South,Lemon,Herbal Tea,127,33,35
12/1/12,Central,Decaf Irish Cream,Coffee,202,46,43
1/1/12,Central,Decaf Irish Cream,Coffee,186,18,56
5/1/13,Central,Decaf Irish Cream,Coffee,107,54,21
2/1/13,Central,Decaf Irish Cream,Coffee,278,107,45
2/1/12,West,Caffe Latte,Espresso,110,17,23
2/1/13,East,Amaretto,Coffee,347,144,52
5/1/12,Central,Darjeeling,Tea,152,32,40
4/1/13,Central,Decaf Irish Cream,Coffee,246,94,42
3/1/12,Central,Chamomile,Herbal Tea,86,23,29
11/1/12,Central,Decaf Irish Cream,Coffee,268,113,82
7/1/13,West,Decaf Espresso,Espresso,45,27,11
5/1/13,West,Decaf Irish Cream,Coffee,68,27,21
1/1/12,East,Decaf Irish Cream,Coffee,260,111,59
1/1/12,East,Decaf Espresso,Espresso,139,41,44
8/1/13,West,Mint,Herbal Tea,391,177,54
11/1/13,West,Lemon,Herbal Tea,103,17,26
2/1/12,South,Caffe Latte,Espresso,47,-18,21
8/1/13,Central,Chamomile,Herbal Tea,97,41,34
1/1/13,South,Colombian,Coffee,617,183,145
10/1/13,East,Decaf Espresso,Espresso,346,105,52
5/1/12,Central,Decaf Irish Cream,Coffee,125,30,56
3/1/13,Central,Decaf Irish Cream,Coffee,247,75,77
2/1/13,East,Lemon,Herbal Tea,238,145,58
11/1/13,East,Darjeeling,Tea,93,36,23
4/1/12,South,Caffe Latte,Espresso,50,16,16
11/1/13,South,Caffe Mocha,Espresso,122,20,26
11/1/12,East,Decaf Espresso,Espresso,59,6,42
2/1/12,East,Decaf Irish Cream,Coffee,210,103,117
3/1/12,West,Lemon,Herbal Tea,205,62,47
1/1/13,East,Lemon,Herbal Tea,230,65,60
2/1/12,Central,Decaf Irish Cream,Coffee,231,111,86
1/1/12,Central,Mint,Herbal Tea,127,24,43
8/1/13,East,Darjeeling,Tea,66,29,32
5/1/12,West,Earl Grey,Tea,289,127,61
5/1/12,East,Lemon,Herbal Tea,115,29,39
8/1/12,West,Earl Grey,Tea,331,140,56
4/1/13,Central,Lemon,Herbal Tea,187,48,42
12/1/12,South,Decaf Espresso,Espresso,133,30,47
2/1/12,West,Decaf Espresso,Espresso,120,42,23
12/1/12,Central,Decaf Irish Cream,Coffee,152,36,42
2/1/12,East,Decaf Irish Cream,Coffee,231,68,88
1/1/13,Central,Darjeeling,Tea,262,116,94
2/1/13,South,Decaf Espresso,Espresso,143,58,51
3/1/12,West,Lemon,Herbal Tea,268,70,59
12/1/12,West,Decaf Espresso,Espresso,328,129,65
8/1/12,West,Earl Grey,Tea,360,202,142
2/1/13,South,Caffe Mocha,Espresso,153,57,59
10/1/12,East,Chamomile,Herbal Tea,110,-1,45
2/1/13,West,Decaf Espresso,Espresso,159,24,29
12/1/13,West,Decaf Irish Cream,Coffee,119,15,70
9/1/13,Central,Chamomile,Herbal Tea,137,55,41
7/1/12,South,Chamomile,Herbal Tea,67,16,19
1/1/12,Central,Decaf Irish Cream,Coffee,192,33,102
5/1/12,South,Lemon,Herbal Tea,207,32,57
12/1/13,West,Darjeeling,Tea,125,-13,68
5/1/13,Central,Colombian,Coffee,478,225,106
9/1/12,West,Lemon,Herbal Tea,156,1,89
2/1/13,South,Caffe Mocha,Espresso,110,-3,53
2/1/12,South,Decaf Espresso,Espresso,108,24,24
2/1/12,West,Darjeeling,Tea,222,78,34
2/1/12,West,Darjeeling,Tea,195,64,35
4/1/13,South,Colombian,Coffee,591,326,122
2/1/12,Central,Decaf Espresso,Espresso,53,23,19
3/1/13,West,Decaf Espresso,Espresso,136,53,41
9/1/12,East,Decaf Irish Cream,Coffee,243,29,54
3/1/13,Central,Lemon,Herbal Tea,359,130,106
5/1/13,South,Decaf Irish Cream,Coffee,183,46,64
1/1/13,West,Chamomile,Herbal Tea,158,10,55
5/1/13,Central,Colombian,Coffee,504,199,107
7/1/13,Central,Chamomile,Herbal Tea,66,26,30
10/1/12,South,Lemon,Herbal Tea,81,5,18
10/1/13,South,Caffe Mocha,Espresso,230,126,38
11/1/12,South,Caffe Mocha,Espresso,212,55,60
11/1/12,East,Darjeeling,Tea,58,19,20
5/1/12,West,Amaretto,Coffee,119,26,55
7/1/13,South,Caffe Mocha,Espresso,111,21,36
10/1/12,East,Lemon,Herbal Tea,291,46,69
1/1/13,East,Decaf Espresso,Espresso,215,109,55
9/1/13,West,Caffe Mocha,Espresso,105,19,32
1/1/12,East,Decaf Irish Cream,Coffee,280,162,109
4/1/12,South,Decaf Espresso,Espresso,141,9,37
1/1/12,East,Mint,Herbal Tea,92,22,21
7/1/13,Central,Amaretto,Coffee,117,33,34
7/1/13,West,Chamomile,Herbal Tea,543,344,93
1/1/13,South,Caffe Latte,Espresso,490,113,83
5/1/12,East,Decaf Espresso,Espresso,136,21,51
2/1/12,East,Decaf Espresso,Espresso,149,26,45
8/1/13,Central,Decaf Irish Cream,Coffee,87,34,42
10/1/13,East,Caffe Mocha,Espresso,596,183,121
2/1/13,Central,Decaf Irish Cream,Coffee,97,6,40
5/1/12,West,Decaf Irish Cream,Coffee,131,30,36
5/1/12,East,Darjeeling,Tea,94,25,40
5/1/12,West,Decaf Irish Cream,Coffee,125,40,45
2/1/12,South,Lemon,Herbal Tea,104,33,21
2/1/12,Central,Decaf Irish Cream,Coffee,198,87,33
11/1/13,Central,Caffe Mocha,Espresso,567,192,100
9/1/13,Central,Caffe Mocha,Espresso,132,39,36
5/1/13,West,Decaf Irish Cream,Coffee,102,56,20
2/1/12,East,Lemon,Herbal Tea,139,1,58
4/1/12,West,Decaf Irish Cream,Coffee,180,28,61
8/1/12,West,Chamomile,Herbal Tea,601,150,141
7/1/13,West,Caffe Latte,Espresso,48,32,17
10/1/12,South,Decaf Irish Cream,Coffee,138,34,42
2/1/12,South,Lemon,Herbal Tea,126,29,55
2/1/13,South,Caffe Mocha,Espresso,153,75,43
8/1/12,West,Decaf Espresso,Espresso,285,97,67
2/1/12,West,Lemon,Herbal Tea,102,35,47
9/1/12,West,Decaf Irish Cream,Coffee,206,13,131
8/1/12,Central,Mint,Herbal Tea,152,19,47
8/1/12,West,Lemon,Herbal Tea,120,19,41
8/1/12,Central,Decaf Irish Cream,Coffee,120,10,37
4/1/12,Central,Chamomile,Herbal Tea,261,123,36
12/1/12,East,Green Tea,Tea,136,84,60
7/1/12,South,Caffe Mocha,Espresso,194,58,62
2/1/12,West,Decaf Irish Cream,Coffee,179,20,108
2/1/12,Central,Lemon,Herbal Tea,141,90,49
5/1/12,Central,Decaf Irish Cream,Coffee,74,26,34
6/1/13,West,Darjeeling,Tea,143,32,45
8/1/13,West,Caffe Latte,Espresso,55,10,15
5/1/13,West,Chamomile,Herbal Tea,584,239,124
9/1/13,West,Mint,Herbal Tea,524,178,102
2/1/12,South,Caffe Mocha,Espresso,61,22,20
5/1/12,Central,Decaf Irish Cream,Coffee,74,12,38
2/1/13,South,Decaf Irish Cream,Coffee,310,106,89
2/1/12,West,Caffe Mocha,Espresso,101,10,51
2/1/12,East,Decaf Espresso,Espresso,115,13,26
2/1/13,Central,Decaf Irish Cream,Coffee,197,111,75
2/1/13,Central,Decaf Irish Cream,Coffee,386,313,139
10/1/12,East,Lemon,Herbal Tea,187,40,62
11/1/12,West,Darjeeling,Tea,145,83,39
1/1/13,West,Darjeeling,Tea,287,87,84
12/1/12,East,Chamomile,Herbal Tea,220,120,63
6/1/12,West,Darjeeling,Tea,48,2,33
3/1/13,East,Decaf Irish Cream,Coffee,330,287,136
5/1/12,West,Decaf Espresso,Espresso,275,57,53
6/1/13,East,Colombian,Coffee,450,218,90
5/1/12,East,Decaf Espresso,Espresso,189,123,46
10/1/12,West,Caffe Mocha,Espresso,145,73,59
6/1/13,Central,Decaf Irish Cream,Coffee,569,147,64
4/1/12,Central,Decaf Irish Cream,Coffee,100,14,39
11/1/12,East,Darjeeling,Tea,147,28,46
12/1/12,Central,Decaf Irish Cream,Coffee,110,69,33
5/1/13,West,Decaf Irish Cream,Coffee,103,32,41
8/1/13,West,Decaf Irish Cream,Coffee,38,-9,25
5/1/13,Central,Decaf Irish Cream,Coffee,141,47,38
11/1/12,East,Decaf Espresso,Espresso,129,24,22
9/1/12,East,Lemon,Herbal Tea,153,24,46
4/1/12,Central,Chamomile,Herbal Tea,106,20,35
2/1/12,Central,Amaretto,Coffee,186,77,43
5/1/13,West,Decaf Irish Cream,Coffee,172,43,64
11/1/12,East,Darjeeling,Tea,66,14,18
10/1/12,East,Decaf Irish Cream,Coffee,314,92,69
2/1/12,East,Darjeeling,Tea,44,13,27
5/1/13,Central,Caffe Mocha,Espresso,118,47,21
7/1/12,East,Decaf Irish Cream,Coffee,252,98,59
8/1/13,Central,Lemon,Herbal Tea,56,15,18
3/1/13,Central,Colombian,Coffee,641,234,131
2/1/13,West,Caffe Mocha,Espresso,172,39,44
9/1/13,West,Darjeeling,Tea,148,90,38
9/1/12,Central,Lemon,Herbal Tea,137,-9,62
8/1/12,West,Decaf Irish Cream,Coffee,192,22,142
8/1/13,East,Decaf Irish Cream,Coffee,255,55,65
9/1/13,South,Decaf Irish Cream,Coffee,286,99,50
7/1/12,Central,Decaf Irish Cream,Coffee,147,85,49
5/1/12,East,Decaf Espresso,Espresso,131,49,45
2/1/12,West,Caffe Mocha,Espresso,45,29,20
3/1/12,South,Lemon,Herbal Tea,439,147,140
5/1/12,East,Decaf Espresso,Espresso,90,35,38
5/1/13,Central,Decaf Irish Cream,Coffee,61,30,16
1/1/13,West,Chamomile,Herbal Tea,145,36,49
1/1/13,South,Decaf Irish Cream,Coffee,191,123,38
10/1/12,East,Darjeeling,Tea,43,7,17
5/1/12,West,Lemon,Herbal Tea,519,305,95
9/1/13,South,Decaf Irish Cream,Coffee,233,49,56
2/1/13,West,Darjeeling,Tea,94,60,20
8/1/12,South,Decaf Irish Cream,Coffee,109,23,23
6/1/12,South,Chamomile,Herbal Tea,205,62,63
10/1/12,East,Decaf Irish Cream,Coffee,314,51,66
5/1/12,East,Amaretto,Coffee,176,38,58
9/1/12,East,Chamomile,Herbal Tea,137,24,51
2/1/12,South,Decaf Irish Cream,Coffee,188,61,103
5/1/12,Central,Decaf Irish Cream,Coffee,141,45,43
9/1/13,South,Chamomile,Herbal Tea,157,51,54
8/1/12,Central,Decaf Irish Cream,Coffee,203,34,43
8/1/13,South,Decaf Irish Cream,Coffee,68,11,21
7/1/12,East,Chamomile,Herbal Tea,158,8,52
2/1/12,Central,Darjeeling,Tea,120,18,23
1/1/12,Central,Decaf Irish Cream,Coffee,303,154,97
8/1/13,East,Lemon,Herbal Tea,306,71,74
2/1/12,Central,Decaf Irish Cream,Coffee,135,23,42
5/1/13,West,Caffe Mocha,Espresso,44,25,20
11/1/13,Central,Decaf Espresso,Espresso,237,103,67
2/1/13,South,Decaf Espresso,Espresso,230,87,50
10/1/12,South,Decaf Irish Cream,Coffee,123,69,54
5/1/13,East,Colombian,Coffee,612,289,129
5/1/13,West,Lemon,Herbal Tea,111,-17,83
8/1/13,Central,Decaf Irish Cream,Coffee,92,19,37
2/1/12,Central,Lemon,Herbal Tea,277,97,49
8/1/12,Central,Earl Grey,Tea,136,51,54
2/1/12,East,Lemon,Herbal Tea,126,4,51
4/1/13,West,Decaf Irish Cream,Coffee,103,43,39
7/1/12,West,Decaf Irish Cream,Coffee,220,87,68
12/1/12,East,Green Tea,Tea,85,19,37
7/1/12,East,Decaf Irish Cream,Coffee,321,224,48
12/1/12,East,Caffe Mocha,Espresso,110,3,59
8/1/12,West,Chamomile,Herbal Tea,599,165,142
10/1/12,Central,Darjeeling,Tea,159,70,38
2/1/13,West,Darjeeling,Tea,265,130,97
2/1/12,West,Chamomile,Herbal Tea,246,105,42
7/1/12,West,Darjeeling,Tea,278,86,59
1/1/13,East,Lemon,Herbal Tea,185,108,53
8/1/13,West,Caffe Mocha,Espresso,107,40,44
10/1/12,South,Decaf Espresso,Espresso,86,-17,49
9/1/13,East,Decaf Espresso,Espresso,137,95,48
8/1/13,Central,Earl Grey,Tea,333,121,43
11/1/12,East,Decaf Espresso,Espresso,130,13,63
7/1/12,East,Caffe Mocha,Espresso,584,321,138
