"Region","Year","Number_of_Vehicles","Vehicle_Type"
"Södermanlands län","2003",758,"mopeds class 1"
"Södermanlands län","2004",1226,"mopeds class 1"
"Södermanlands län","2005",1708,"mopeds class 1"
"Södermanlands län","2006",2157,"mopeds class 1"
"Södermanlands län","2007",2395,"mopeds class 1"
"Södermanlands län","2008",2674,"mopeds class 1"
"Södermanlands län","2009",2552,"mopeds class 1"
"Södermanlands län","2010",2155,"mopeds class 1"
"Södermanlands län","2011",2129,"mopeds class 1"
"Södermanlands län","2012",2024,"mopeds class 1"
"Södermanlands län","2013",1999,"mopeds class 1"
"Södermanlands län","2014",1992,"mopeds class 1"
"Södermanlands län","2015",1953,"mopeds class 1"
"Södermanlands län","2016",2018,"mopeds class 1"
"Södermanlands län","2017",2082,"mopeds class 1"
"Södermanlands län","2018",2161,"mopeds class 1"
"Södermanlands län","2019",2363,"mopeds class 1"
"Södermanlands län","2020",2805,"mopeds class 1"
"Södermanlands län","2021",2781,"mopeds class 1"
"Södermanlands län","2022",2777,"mopeds class 1"
"Södermanlands län","2002",8773,"tractors"
"Södermanlands län","2003",8717,"tractors"
"Södermanlands län","2004",8856,"tractors"
"Södermanlands län","2005",8585,"tractors"
"Södermanlands län","2006",8508,"tractors"
"Södermanlands län","2007",8482,"tractors"
"Södermanlands län","2008",8454,"tractors"
"Södermanlands län","2009",8427,"tractors"
"Södermanlands län","2010",8495,"tractors"
"Södermanlands län","2011",8578,"tractors"
"Södermanlands län","2012",8672,"tractors"
"Södermanlands län","2013",8756,"tractors"
"Södermanlands län","2014",8894,"tractors"
"Södermanlands län","2015",8913,"tractors"
"Södermanlands län","2016",8947,"tractors"
"Södermanlands län","2017",9044,"tractors"
"Södermanlands län","2018",9125,"tractors"
"Södermanlands län","2019",9331,"tractors"
"Södermanlands län","2020",9553,"tractors"
"Södermanlands län","2021",9972,"tractors"
"Södermanlands län","2022",10246,"tractors"
"Södermanlands län","2002",0,"snowmobiles"
"Södermanlands län","2003",0,"snowmobiles"
"Södermanlands län","2004",0,"snowmobiles"
"Södermanlands län","2005",0,"snowmobiles"
"Södermanlands län","2006",0,"snowmobiles"
"Södermanlands län","2007",0,"snowmobiles"
"Södermanlands län","2008",0,"snowmobiles"
"Södermanlands län","2009",778,"snowmobiles"
"Södermanlands län","2010",861,"snowmobiles"
"Södermanlands län","2011",903,"snowmobiles"
"Södermanlands län","2012",941,"snowmobiles"
"Södermanlands län","2013",1001,"snowmobiles"
"Södermanlands län","2014",1072,"snowmobiles"
"Södermanlands län","2015",1082,"snowmobiles"
"Södermanlands län","2016",1133,"snowmobiles"
"Södermanlands län","2017",1148,"snowmobiles"
"Södermanlands län","2018",1156,"snowmobiles"
"Södermanlands län","2019",1125,"snowmobiles"
"Södermanlands län","2020",1155,"snowmobiles"
"Södermanlands län","2021",1202,"snowmobiles"
"Södermanlands län","2022",1217,"snowmobiles"
"Södermanlands län","2002",0,"all-terrain vehicles"
"Södermanlands län","2003",0,"all-terrain vehicles"
"Södermanlands län","2004",0,"all-terrain vehicles"
"Södermanlands län","2005",0,"all-terrain vehicles"
"Södermanlands län","2006",0,"all-terrain vehicles"
"Södermanlands län","2007",0,"all-terrain vehicles"
"Södermanlands län","2008",0,"all-terrain vehicles"
"Södermanlands län","2009",1386,"all-terrain vehicles"
"Södermanlands län","2010",1508,"all-terrain vehicles"
"Södermanlands län","2011",1648,"all-terrain vehicles"
"Södermanlands län","2012",1814,"all-terrain vehicles"
"Södermanlands län","2013",1945,"all-terrain vehicles"
"Södermanlands län","2014",2044,"all-terrain vehicles"
"Södermanlands län","2015",2140,"all-terrain vehicles"
"Södermanlands län","2016",2189,"all-terrain vehicles"
"Södermanlands län","2017",2251,"all-terrain vehicles"
"Södermanlands län","2018",2308,"all-terrain vehicles"
"Södermanlands län","2019",2361,"all-terrain vehicles"
"Södermanlands län","2020",2430,"all-terrain vehicles"
"Södermanlands län","2021",2488,"all-terrain vehicles"
"Södermanlands län","2022",2490,"all-terrain vehicles"
"Södermanlands län","2002",1267,"cross-country scooters"
"Södermanlands län","2003",1361,"cross-country scooters"
"Södermanlands län","2004",1502,"cross-country scooters"
"Södermanlands län","2005",1652,"cross-country scooters"
"Södermanlands län","2006",1840,"cross-country scooters"
"Södermanlands län","2007",2019,"cross-country scooters"
"Södermanlands län","2008",2117,"cross-country scooters"
"Södermanlands län","2009",43,"cross-country scooters"
"Södermanlands län","2010",44,"cross-country scooters"
"Södermanlands län","2011",42,"cross-country scooters"
"Södermanlands län","2012",47,"cross-country scooters"
"Södermanlands län","2013",48,"cross-country scooters"
"Södermanlands län","2014",52,"cross-country scooters"
"Södermanlands län","2015",53,"cross-country scooters"
"Södermanlands län","2016",48,"cross-country scooters"
"Södermanlands län","2017",46,"cross-country scooters"
"Södermanlands län","2018",44,"cross-country scooters"
"Södermanlands län","2019",42,"cross-country scooters"
"Södermanlands län","2020",44,"cross-country scooters"
"Södermanlands län","2021",48,"cross-country scooters"
"Södermanlands län","2022",45,"cross-country scooters"
"Södermanlands län","2002",21599,"trailers"
"Södermanlands län","2003",22331,"trailers"
"Södermanlands län","2004",23081,"trailers"
"Södermanlands län","2005",24044,"trailers"
"Södermanlands län","2006",25100,"trailers"
"Södermanlands län","2007",26194,"trailers"
"Södermanlands län","2008",26864,"trailers"
"Södermanlands län","2009",27653,"trailers"
"Södermanlands län","2010",28303,"trailers"
"Södermanlands län","2011",29003,"trailers"
"Södermanlands län","2012",29612,"trailers"
"Södermanlands län","2013",30463,"trailers"
"Södermanlands län","2014",31308,"trailers"
"Södermanlands län","2015",32528,"trailers"
"Södermanlands län","2016",33770,"trailers"
"Södermanlands län","2017",34897,"trailers"
"Södermanlands län","2018",35819,"trailers"
"Södermanlands län","2019",36759,"trailers"
"Södermanlands län","2020",37967,"trailers"
"Södermanlands län","2021",39068,"trailers"
"Södermanlands län","2022",40048,"trailers"
"Östergötlands län","2002",182474,"passenger cars"
"Östergötlands län","2003",184082,"passenger cars"
"Östergötlands län","2004",185397,"passenger cars"
"Östergötlands län","2005",187240,"passenger cars"
"Östergötlands län","2006",188930,"passenger cars"
"Östergötlands län","2007",191610,"passenger cars"
"Östergötlands län","2008",192202,"passenger cars"
"Östergötlands län","2009",193852,"passenger cars"
"Östergötlands län","2010",195813,"passenger cars"
"Östergötlands län","2011",198012,"passenger cars"
"Östergötlands län","2012",200253,"passenger cars"
"Östergötlands län","2013",202682,"passenger cars"
"Östergötlands län","2014",207094,"passenger cars"
"Östergötlands län","2015",211198,"passenger cars"
"Östergötlands län","2016",215203,"passenger cars"
"Östergötlands län","2017",218944,"passenger cars"
"Östergötlands län","2018",219958,"passenger cars"
"Östergötlands län","2019",220581,"passenger cars"
"Östergötlands län","2020",221775,"passenger cars"
"Östergötlands län","2021",223319,"passenger cars"
"Östergötlands län","2022",223019,"passenger cars"
"Östergötlands län","2002",15182,"light lorries"
"Östergötlands län","2003",15601,"light lorries"
"Östergötlands län","2004",16221,"light lorries"
"Östergötlands län","2005",17018,"light lorries"
"Östergötlands län","2006",17608,"light lorries"
"Östergötlands län","2007",18511,"light lorries"
"Östergötlands län","2008",18578,"light lorries"
"Östergötlands län","2009",18923,"light lorries"
"Östergötlands län","2010",19501,"light lorries"
"Östergötlands län","2011",20425,"light lorries"
"Östergötlands län","2012",20775,"light lorries"
"Östergötlands län","2013",20887,"light lorries"
"Östergötlands län","2014",21310,"light lorries"
"Östergötlands län","2015",22083,"light lorries"
"Östergötlands län","2016",22765,"light lorries"
"Östergötlands län","2017",23729,"light lorries"
"Östergötlands län","2018",24264,"light lorries"
"Östergötlands län","2019",24757,"light lorries"
"Östergötlands län","2020",25254,"light lorries"
"Östergötlands län","2021",25510,"light lorries"
"Östergötlands län","2022",25678,"light lorries"
"Östergötlands län","2002",3780,"heavy lorries"
"Östergötlands län","2003",3611,"heavy lorries"
"Östergötlands län","2004",3545,"heavy lorries"
"Östergötlands län","2005",3540,"heavy lorries"
"Östergötlands län","2006",3732,"heavy lorries"
"Östergötlands län","2007",3843,"heavy lorries"
"Östergötlands län","2008",3821,"heavy lorries"
"Östergötlands län","2009",3748,"heavy lorries"
"Östergötlands län","2010",3614,"heavy lorries"
"Östergötlands län","2011",3538,"heavy lorries"
"Östergötlands län","2012",3487,"heavy lorries"
"Östergötlands län","2013",3451,"heavy lorries"
"Östergötlands län","2014",3394,"heavy lorries"
"Östergötlands län","2015",3362,"heavy lorries"
"Östergötlands län","2016",3408,"heavy lorries"
"Östergötlands län","2017",3456,"heavy lorries"
"Östergötlands län","2018",3531,"heavy lorries"
"Östergötlands län","2019",3612,"heavy lorries"
"Östergötlands län","2020",3648,"heavy lorries"
"Östergötlands län","2021",3665,"heavy lorries"
"Östergötlands län","2022",3621,"heavy lorries"
"Östergötlands län","2002",152,"towing vehicles"
"Östergötlands län","2003",158,"towing vehicles"
"Östergötlands län","2004",165,"towing vehicles"
"Östergötlands län","2005",177,"towing vehicles"
"Östergötlands län","2006",220,"towing vehicles"
"Östergötlands län","2007",249,"towing vehicles"
"Östergötlands län","2008",244,"towing vehicles"
"Östergötlands län","2009",219,"towing vehicles"
"Östergötlands län","2010",231,"towing vehicles"
"Östergötlands län","2011",225,"towing vehicles"
"Östergötlands län","2012",192,"towing vehicles"
"Östergötlands län","2013",202,"towing vehicles"
"Östergötlands län","2014",196,"towing vehicles"
"Östergötlands län","2015",188,"towing vehicles"
"Östergötlands län","2016",192,"towing vehicles"
"Östergötlands län","2017",197,"towing vehicles"
"Östergötlands län","2018",219,"towing vehicles"
"Östergötlands län","2019",227,"towing vehicles"
"Östergötlands län","2020",241,"towing vehicles"
"Östergötlands län","2021",227,"towing vehicles"
"Östergötlands län","2022",227,"towing vehicles"
"Östergötlands län","2002",644,"buses"
"Östergötlands län","2003",624,"buses"
"Östergötlands län","2004",611,"buses"
"Östergötlands län","2005",621,"buses"
"Östergötlands län","2006",652,"buses"
"Östergötlands län","2007",637,"buses"
"Östergötlands län","2008",642,"buses"
"Östergötlands län","2009",612,"buses"
"Östergötlands län","2010",639,"buses"
"Östergötlands län","2011",569,"buses"
"Östergötlands län","2012",568,"buses"
"Östergötlands län","2013",558,"buses"
"Östergötlands län","2014",552,"buses"
"Östergötlands län","2015",527,"buses"
"Östergötlands län","2016",504,"buses"
"Östergötlands län","2017",491,"buses"
"Östergötlands län","2018",500,"buses"
"Östergötlands län","2019",536,"buses"
"Östergötlands län","2020",423,"buses"
"Östergötlands län","2021",424,"buses"
"Östergötlands län","2022",443,"buses"
"Östergötlands län","2002",9082,"motorcycles"
"Östergötlands län","2003",10000,"motorcycles"
"Östergötlands län","2004",10955,"motorcycles"
"Östergötlands län","2005",11761,"motorcycles"
"Östergötlands län","2006",12723,"motorcycles"
"Östergötlands län","2007",13140,"motorcycles"
"Östergötlands län","2008",13425,"motorcycles"
"Östergötlands län","2009",13864,"motorcycles"
"Östergötlands län","2010",13781,"motorcycles"
"Östergötlands län","2011",13791,"motorcycles"
"Östergötlands län","2012",13812,"motorcycles"
"Östergötlands län","2013",13695,"motorcycles"
"Östergötlands län","2014",13739,"motorcycles"
"Östergötlands län","2015",13860,"motorcycles"
"Östergötlands län","2016",14100,"motorcycles"
"Östergötlands län","2017",14224,"motorcycles"
"Östergötlands län","2018",14261,"motorcycles"
"Östergötlands län","2019",14302,"motorcycles"
"Östergötlands län","2020",14634,"motorcycles"
"Östergötlands län","2021",14686,"motorcycles"
"Östergötlands län","2022",14654,"motorcycles"
"Östergötlands län","2002",966,"mopeds class 1"
"Östergötlands län","2003",1320,"mopeds class 1"
"Östergötlands län","2004",2011,"mopeds class 1"
"Östergötlands län","2005",2756,"mopeds class 1"
"Östergötlands län","2006",3591,"mopeds class 1"
"Östergötlands län","2007",3903,"mopeds class 1"
"Östergötlands län","2008",4236,"mopeds class 1"
"Östergötlands län","2009",4163,"mopeds class 1"
"Östergötlands län","2010",3447,"mopeds class 1"
"Östergötlands län","2011",3326,"mopeds class 1"
"Östergötlands län","2012",3129,"mopeds class 1"
"Östergötlands län","2013",3028,"mopeds class 1"
"Östergötlands län","2014",3050,"mopeds class 1"
"Östergötlands län","2015",3028,"mopeds class 1"
"Östergötlands län","2016",2990,"mopeds class 1"
"Östergötlands län","2017",3068,"mopeds class 1"
"Östergötlands län","2018",3123,"mopeds class 1"
"Östergötlands län","2019",3477,"mopeds class 1"
"Östergötlands län","2020",3940,"mopeds class 1"
"Östergötlands län","2021",3976,"mopeds class 1"
"Östergötlands län","2022",4049,"mopeds class 1"
"Östergötlands län","2002",15957,"tractors"
"Östergötlands län","2003",15853,"tractors"
"Östergötlands län","2004",15735,"tractors"
"Östergötlands län","2005",15742,"tractors"
"Östergötlands län","2006",15730,"tractors"
"Östergötlands län","2007",15580,"tractors"
"Östergötlands län","2008",15482,"tractors"
"Östergötlands län","2009",15330,"tractors"
"Östergötlands län","2010",15374,"tractors"
"Östergötlands län","2011",15363,"tractors"
"Östergötlands län","2012",15443,"tractors"
"Östergötlands län","2013",15481,"tractors"
"Östergötlands län","2014",15482,"tractors"
"Östergötlands län","2015",15470,"tractors"
"Östergötlands län","2016",15656,"tractors"
"Östergötlands län","2017",15799,"tractors"
"Östergötlands län","2018",15932,"tractors"
"Östergötlands län","2019",16248,"tractors"
"Östergötlands län","2020",16654,"tractors"
"Östergötlands län","2021",17332,"tractors"
"Östergötlands län","2022",17734,"tractors"
"Östergötlands län","2002",0,"snowmobiles"
"Östergötlands län","2003",0,"snowmobiles"
"Östergötlands län","2004",0,"snowmobiles"
"Östergötlands län","2005",0,"snowmobiles"
"Östergötlands län","2006",0,"snowmobiles"
"Östergötlands län","2007",0,"snowmobiles"
"Östergötlands län","2008",0,"snowmobiles"
"Östergötlands län","2009",571,"snowmobiles"
"Östergötlands län","2010",640,"snowmobiles"
"Östergötlands län","2011",658,"snowmobiles"
"Östergötlands län","2012",678,"snowmobiles"
"Östergötlands län","2013",711,"snowmobiles"
"Östergötlands län","2014",715,"snowmobiles"
"Östergötlands län","2015",720,"snowmobiles"
"Östergötlands län","2016",738,"snowmobiles"
"Östergötlands län","2017",762,"snowmobiles"
"Östergötlands län","2018",802,"snowmobiles"
"Östergötlands län","2019",842,"snowmobiles"
"Östergötlands län","2020",847,"snowmobiles"
"Östergötlands län","2021",864,"snowmobiles"
"Östergötlands län","2022",897,"snowmobiles"
"Östergötlands län","2002",0,"all-terrain vehicles"
"Östergötlands län","2003",0,"all-terrain vehicles"
"Östergötlands län","2004",0,"all-terrain vehicles"
"Östergötlands län","2005",0,"all-terrain vehicles"
"Östergötlands län","2006",0,"all-terrain vehicles"
"Östergötlands län","2007",0,"all-terrain vehicles"
"Östergötlands län","2008",0,"all-terrain vehicles"
"Östergötlands län","2009",1647,"all-terrain vehicles"
"Östergötlands län","2010",1811,"all-terrain vehicles"
"Östergötlands län","2011",1973,"all-terrain vehicles"
"Östergötlands län","2012",2108,"all-terrain vehicles"
