Ddate,Sales,Profit,Expenses
2013-05-01,92,29,18
2012-09-01,339,206,136
2012-08-01,126,11,55
2012-10-01,272,57,64
2012-05-01,187,44,47
2012-01-01,151,12,61
2012-02-01,313,132,39
2012-03-01,167,65,29
2013-02-01,256,102,60
2012-04-01,189,0,48
2012-04-01,126,-1,45
2013-08-01,95,28,35
2013-02-01,50,61,25
2013-02-01,197,109,58
2012-07-01,64,8,37
2013-06-01,535,190,107
2012-02-01,136,38,60
2013-10-01,507,198,88
2012-04-01,147,1,83
2012-10-01,311,27,68
2012-08-01,118,18,20
2013-01-01,494,209,89
2012-02-01,132,36,27
2012-08-01,285,49,162
2012-07-01,188,71,53
2012-04-01,83,-12,73
2012-08-01,64,17,25
2013-11-01,135,51,40
2013-02-01,164,14,65
2013-02-01,226,55,63
2012-10-01,522,211,127
2013-10-01,117,28,41
2012-01-01,238,76,58
2012-02-01,177,68,48
2012-10-01,285,69,40
2012-02-01,109,31,42
2012-02-01,202,74,40
2013-11-01,83,13,24
2012-05-01,217,43,71
2012-02-01,516,143,113
2012-05-01,141,42,56
2013-02-01,171,80,55
2012-12-01,186,36,53
2012-09-01,106,-4,33
2013-08-01,138,45,61
2013-01-01,194,57,56
2012-12-01,89,-7,47
2012-04-01,114,18,32
2013-09-01,62,25,13
2012-11-01,143,33,41
2012-08-01,339,37,166
2012-11-01,69,0,23
2012-05-01,67,26,34
2013-05-01,123,44,42
2012-05-01,101,21,44
2012-12-01,159,14,51
2012-02-01,276,32,95
2012-02-01,110,26,24
2012-05-01,66,10,35
2013-01-01,58,-16,59
2012-08-01,328,189,137
2013-01-01,90,49,33
2013-04-01,200,61,52
2012-04-01,64,15,36
2012-10-01,114,37,50
2012-07-01,754,256,188
2013-09-01,84,22,32
2012-05-01,133,37,35
2012-01-01,192,4,58
2013-09-01,658,653,108
2013-05-01,587,208,101
2012-07-01,126,16,49
2013-08-01,606,242,111
2012-02-01,66,23,25
2012-08-01,82,14,20
2013-01-01,104,46,24
2012-08-01,323,234,150
2012-01-01,131,63,28
2012-07-01,108,29,42
2012-04-01,137,0,30
2012-10-01,55,9,17
2012-10-01,172,78,41
2013-09-01,132,48,37
2013-09-01,266,52,54
2012-10-01,256,-1,67
2012-05-01,180,47,44
2013-08-01,29,11,12
2012-08-01,249,79,51
2012-12-01,88,14,32
2012-06-01,215,67,55
2012-10-01,250,73,38
2012-07-01,145,16,51
2013-07-01,554,259,119
2013-02-01,263,81,58
2012-11-01,82,3,100
2013-10-01,247,133,79
2012-01-01,145,2,49
2013-05-01,69,42,20
2013-07-01,71,49,35
2013-05-01,80,-8,49
2012-12-01,121,56,46
2012-02-01,235,58,37
2013-02-01,122,36,20
2012-04-01,99,-14,93
2013-09-01,203,42,61
2013-05-01,192,53,48
2012-09-01,148,12,66
2013-05-01,113,36,35
2012-05-01,184,47,44
2012-12-01,119,25,46
2013-11-01,90,34,23
2012-11-01,53,5,21
2013-09-01,84,21,29
2012-02-01,107,26,24
2013-03-01,165,54,37
2012-07-01,218,36,52
2013-01-01,217,125,55
2012-02-01,266,111,98
2013-05-01,120,50,33
2012-07-01,318,152,64
2013-06-01,154,67,48
2012-11-01,74,14,37
2013-05-01,514,236,87
2013-10-01,663,182,103
2012-05-01,137,33,52
2012-04-01,118,34,36
2012-10-01,112,53,45
2013-08-01,69,40,26
2013-10-01,509,210,120
2012-11-01,84,17,23
2013-09-01,222,53,57
2012-08-01,76,18,21
2013-07-01,350,207,37
2013-07-01,88,31,16
2013-01-01,147,80,47
2012-10-01,177,29,64
2013-06-01,566,211,103
2012-01-01,136,45,42
2012-05-01,129,26,42
2012-08-01,89,30,20
2013-02-01,131,46,42
2012-08-01,131,27,49
2013-05-01,118,26,41
2013-02-01,130,52,21
2012-04-01,110,22,35
2013-02-01,223,98,48
2012-03-01,106,8,40
2012-02-01,59,26,20
2013-07-01,593,238,123
2013-09-01,103,39,51
2013-05-01,109,-14,69
2012-10-01,201,70,50
2012-02-01,108,45,50
2012-07-01,266,100,66
2013-06-01,424,185,90
2012-02-01,270,149,130
2012-04-01,168,31,48
2012-11-01,130,25,44
2013-02-01,95,47,36
2012-01-01,290,28,61
2012-10-01,90,15,20
2012-07-01,117,7,53
2012-10-01,108,7,19
2013-05-01,141,52,37
2013-01-01,153,66,55
2012-10-01,289,100,44
2013-09-01,558,254,112
2013-09-01,156,39,40
2012-02-01,168,-14,78
2013-10-01,64,37,23
2013-01-01,152,73,62
2013-11-01,66,9,26
2012-08-01,64,19,23
2012-04-01,65,-6,22
2013-02-01,225,84,32
2013-08-01,68,24,23
2012-05-01,183,100,59
2013-09-01,153,82,38
2012-03-01,91,23,16
2013-05-01,456,129,82
2012-04-01,144,-4,83
2012-11-01,87,24,23
2012-01-01,80,69,22
2013-01-01,261,137,38
2012-05-01,162,19,52
2012-03-01,106,66,38
2013-05-01,158,50,63
2012-05-01,84,22,51
2012-07-01,103,-2,52
2013-01-01,248,143,97
2013-09-01,231,128,49
2013-02-01,109,11,24
2012-05-01,210,52,57
2013-07-01,93,32,15
2012-10-01,193,65,61
2012-01-01,291,106,65
2012-02-01,244,68,50
2012-10-01,302,118,44
2013-08-01,43,11,21
2013-05-01,558,180,103
2012-10-01,51,16,18
2013-03-01,243,126,111
2012-02-01,205,98,91
2012-08-01,554,105,96
2013-08-01,61,9,20
2012-10-01,300,76,60
2013-06-01,492,186,89
2012-08-01,62,18,18
2012-08-01,370,166,66
2013-05-01,125,51,33
2012-08-01,456,192,103
2013-04-01,127,7,43
2012-02-01,170,47,96
2012-08-01,146,50,41
2013-12-01,122,-12,73
2012-01-01,73,16,21
2013-09-01,161,73,44
2013-03-01,316,120,36
2013-02-01,260,92,113
2012-05-01,184,44,54
2013-05-01,583,216,105
2013-11-01,130,-8,43
2012-07-01,222,26,61
2013-08-01,90,30,17
2012-05-01,164,40,42
2012-04-01,144,44,36
2012-02-01,189,66,52
2012-05-01,133,19,57
2013-04-01,516,214,40
2013-03-01,208,118,38
2012-04-01,165,84,32
2012-02-01,222,73,54
2012-03-01,42,12,15
2012-05-01,88,22,19
2012-10-01,42,-18,27
2013-02-01,145,44,41
2012-08-01,278,94,69
2013-01-01,82,21,21
2012-02-01,139,77,75
2012-10-01,156,63,58
2012-03-01,171,90,47
2013-11-01,69,4,27
2013-02-01,198,113,50
2013-08-01,77,50,20
2012-09-01,164,15,63
2012-10-01,41,6,15
2012-11-01,49,4,22
2013-04-01,557,658,127
2013-10-01,306,243,122
2012-02-01,191,-9,54
2012-02-01,175,70,55
2013-08-01,68,10,15
2012-09-01,140,22,57
2012-08-01,268,99,125
2012-02-01,144,53,58
2012-12-01,232,122,46
2012-08-01,82,15,34
2012-08-01,162,47,53
2012-05-01,114,34,42
2012-02-01,181,93,39
2013-07-01,520,240,88
2013-03-01,611,215,43
2013-05-01,62,52,13
2012-02-01,84,-11,41
2012-07-01,120,5,49
2012-10-01,106,5,47
2012-01-01,100,15,46
2012-02-01,65,2,40
2013-04-01,292,130,41
2012-11-01,62,17,38
2013-05-01,72,43,33
2013-08-01,68,29,16
2012-08-01,93,13,44
2013-10-01,342,156,40
2013-09-01,91,40,40
2012-10-01,291,98,42
2012-02-01,228,83,49
2012-08-01,144,25,47
2012-12-01,521,268,140
2013-11-01,75,14,22
2012-02-01,118,25,42
2013-08-01,231,49,64
2012-01-01,142,23,26
2013-01-01,215,51,42
2013-02-01,147,-8,73
2012-01-01,85,28,22
2012-02-01,62,-8,18
2012-12-01,85,25,41
2012-02-01,196,46,48
2012-12-01,190,35,57
2012-11-01,130,36,49
2013-02-01,153,65,47
2012-01-01,71,23,19
2013-05-01,112,35,41
2013-01-01,124,-8,49
2012-08-01,354,149,81
2012-12-01,181,27,50
2012-02-01,69,25,23
2012-01-01,208,60,56
2013-09-01,133,43,58
2012-01-01,118,51,38
2012-02-01,125,1,42
2012-12-01,75,9,38
2012-10-01,29,-2,20
2012-02-01,204,79,40
2013-01-01,198,64,48
2013-05-01,127,49,34
2012-05-01,280,101,63
2012-07-01,121,0,72
2012-02-01,204,93,56
2012-07-01,185,9,66
2012-06-01,158,20,63
2012-10-01,57,17,21
2012-10-01,66,4,18
2012-11-01,73,15,36
2013-05-01,72,42,18
2012-02-01,256,95,93
2012-12-01,134,30,42
2012-06-01,156,-10,70
2013-05-01,109,44,17
2012-03-01,167,114,36
2013-08-01,379,185,157
2012-08-01,67,17,25
2012-07-01,132,18,53
2012-08-01,306,131,55
2013-08-01,84,26,34
2012-08-01,147,26,44
2013-03-01,322,343,41
2012-12-01,317,157,45
2013-01-01,158,119,54
2012-07-01,121,15,31
2012-08-01,253,93,50
2012-05-01,113,35,17
2012-01-01,128,-7,53
2013-09-01,205,41,48
2012-01-01,277,15,120
2012-03-01,51,20,20
2012-02-01,181,52,51
2012-07-01,64,19,27
2012-10-01,92,-1,55
2012-12-01,96,-4,50
2012-10-01,57,-4,20
2013-03-01,258,316,85
2012-12-01,235,118,61
2012-12-01,164,64,42
2012-02-01,117,5,41
2012-12-01,124,43,29
2012-09-01,334,137,123
2012-05-01,176,34,56
2012-05-01,166,48,45
2012-08-01,50,2,13
2012-05-01,143,18,39
2013-10-01,328,130,55
2012-02-01,110,-3,40
2012-11-01,86,-302,44
2013-01-01,324,103,42
2013-02-01,110,41,44
2012-07-01,78,59,43
2012-03-01,125,14,41
2013-02-01,121,50,25
2012-05-01,182,33,43
2012-10-01,165,39,45
2012-02-01,181,26,39
2012-12-01,135,27,43
2013-08-01,69,34,26
2012-08-01,287,133,143
2013-01-01,430,131,87
2012-10-01,46,19,25
2012-09-01,139,14,62
2012-10-01,56,6,22
2012-07-01,181,33,146
2012-02-01,67,21,20
2013-08-01,64,21,23
2013-11-01,315,105,75
2013-09-01,90,23,19
2012-07-01,327,338,143
2012-02-01,114,35,24
2012-05-01,132,42,31
2012-04-01,89,10,34
2013-10-01,229,89,49
2013-03-01,221,89,34
2012-01-01,130,60,49
2012-12-01,127,73,40
2012-01-01,88,-3,43
2012-05-01,124,43,35
2012-04-01,182,81,42
2012-04-01,110,-5,39
2012-08-01,215,99,67
2013-07-01,40,18,32
2012-10-01,186,83,41
2013-07-01,591,268,142
2012-11-01,278,120,64
2012-12-01,98,6,53
2012-12-01,99,33,43
2012-04-01,215,71,38
2012-05-01,280,32,52
2012-02-01,198,152,55
2012-03-01,99,36,72
2012-02-01,51,23,20
2013-01-01,235,132,50
2012-02-01,174,53,53
2013-06-01,585,148,115
2012-04-01,123,26,37
2012-10-01,58,14,15
2012-12-01,131,90,38
2012-12-01,567,379,144
2013-11-01,78,38,39
2012-12-01,63,25,24
2012-04-01,107,24,43
2012-08-01,51,10,17
2013-09-01,207,60,61
2012-08-01,354,115,157
2013-05-01,157,74,60
2012-01-01,291,158,114
2013-08-01,254,148,63
2013-02-01,342,110,49
2013-09-01,243,104,54
2013-09-01,198,96,51
2012-08-01,341,156,61
2012-08-01,211,27,69
2012-11-01,59,3,21
2012-10-01,334,96,62
2013-09-01,252,144,52
2012-10-01,45,-20,42
2012-03-01,117,12,33
2012-11-01,94,28,37
2013-05-01,117,45,50
2013-10-01,64,29,23
2012-02-01,106,30,24
2013-03-01,200,41,51
2012-04-01,199,93,38
2013-08-01,66,22,22
2012-01-01,118,68,52
2013-10-01,315,178,105
2012-04-01,183,37,53
2013-01-01,232,63,50
2013-08-01,92,50,38
2013-06-01,91,17,45
2012-02-01,185,56,50
2013-02-01,91,-4,47
2013-02-01,208,53,40
2013-01-01,479,198,86
2012-02-01,224,72,37
2012-10-01,114,9,38
2012-01-01,188,9,57
2013-08-01,73,18,21
2013-01-01,81,9,34
2012-12-01,216,55,46
2012-01-01,307,119,86
2012-07-01,324,94,61
2013-11-01,68,-13,55
2013-08-01,81,23,16
2012-07-01,301,122,66
2012-10-01,208,62,54
2012-04-01,127,54,37
2012-07-01,267,123,64
2013-02-01,97,34,26
2013-10-01,294,152,40
2012-01-01,188,90,43
2012-02-01,48,17,18
2013-05-01,69,32,22
2012-11-01,79,19,22
2013-08-01,70,29,15
2012-08-01,50,12,19
2012-02-01,213,93,56
2012-01-01,142,38,66
2013-04-01,116,55,31
2012-11-01,32,8,20
2013-05-01,68,47,37
2012-09-01,138,35,53
2012-01-01,59,36,23
2012-08-01,139,40,65
2013-05-01,113,36,38
2012-10-01,109,6,27
2012-12-01,508,175,147
2013-11-01,301,102,42
2012-02-01,333,148,40
2012-02-01,139,68,39
2012-10-01,121,-9,42
2012-07-01,102,49,46
2012-02-01,176,52,100
2013-07-01,610,323,146
2013-01-01,393,175,86
2012-02-01,294,75,36
2012-11-01,67,20,22
2012-05-01,115,16,42
2013-05-01,64,32,19
2013-05-01,117,-22,52
2012-10-01,310,127,48
2012-08-01,56,9,19
2012-03-01,104,46,30
2012-02-01,113,29,19
2012-08-01,57,11,19
2013-10-01,516,133,115
2012-03-01,120,15,38
2012-10-01,67,-8,44
2012-09-01,69,-10,45
2013-12-01,92,54,29
2012-04-01,135,-7,59
2013-06-01,325,132,108
2012-10-01,51,22,24
2013-08-01,67,24,14
2013-08-01,331,191,45
2012-04-01,108,21,33
2012-08-01,87,6,23
2012-03-01,185,50,46
2012-02-01,123,34,28
2012-09-01,124,0,77
2013-10-01,570,274,126
2012-03-01,188,48,50
2012-02-01,53,-9,22
2012-08-01,124,5,39
2012-05-01,172,126,56
2012-10-01,195,40,48
2013-09-01,82,32,33
2013-08-01,94,24,32
2012-04-01,49,8,35
2012-07-01,143,22,46
2012-08-01,64,20,18
2013-05-01,495,245,79
2012-11-01,76,1,21
2012-01-01,89,11,21
2012-10-01,75,8,18
2012-08-01,83,19,21
2012-10-01,58,-10,18
2012-09-01,153,-14,84
2012-10-01,279,117,57
2013-03-01,119,44,43
2013-08-01,86,36,20
2013-05-01,74,30,20
2012-11-01,125,25,48
2012-10-01,306,92,42
2012-04-01,128,42,20
2013-10-01,610,224,129
2012-12-01,103,4,46
2013-02-01,157,52,44
2012-01-01,94,22,24
2012-03-01,175,81,99
2012-02-01,103,17,42
2012-08-01,213,28,126
2012-03-01,129,24,47
2012-10-01,308,76,67
2012-05-01,154,33,58
2013-07-01,32,16,17
2012-01-01,103,3,51
2012-02-01,122,27,55
2012-05-01,129,32,40
2013-02-01,261,128,53
2013-05-01,531,240,100
2013-10-01,517,177,107
2012-03-01,55,19,18
2013-09-01,79,22,32
2012-02-01,227,113,43
2013-12-01,606,154,138
2012-07-01,127,17,30
2012-01-01,130,14,27
2013-05-01,572,117,128
2012-07-01,544,168,65
2012-10-01,286,106,59
2013-11-01,548,131,109
2012-02-01,251,146,72
2013-05-01,115,47,23
2012-01-01,83,22,24
2012-08-01,83,17,17
2013-01-01,242,116,49
2012-10-01,215,87,42
2013-01-01,325,133,55
2013-05-01,41,49,24
2012-05-01,107,32,21
2012-05-01,249,76,89
2013-03-01,143,12,44
2012-11-01,79,10,22
2013-02-01,347,165,87
2012-02-01,126,3,108
2013-06-01,571,626,101
2012-05-01,188,67,50
2012-05-01,121,27,39
2012-10-01,118,12,24
2012-10-01,284,85,53
2013-02-01,150,76,41
2012-01-01,123,-1,54
2013-05-01,60,24,15
2013-05-01,91,35,37
2012-02-01,227,34,62
2013-05-01,135,40,38
2013-11-01,68,-15,45
2012-02-01,194,118,87
2013-05-01,112,28,41
2012-02-01,54,23,18
2012-10-01,509,157,116
2012-10-01,307,146,43
2012-08-01,123,19,53
2012-01-01,165,107,81
2012-02-01,205,102,60
2012-02-01,46,34,23
2012-09-01,273,67,76
2012-11-01,147,58,44
2012-08-01,61,13,21
2012-03-01,202,105,46
2013-02-01,322,130,58
2013-04-01,577,216,122
2012-08-01,108,32,28
2013-08-01,57,15,17
2012-12-01,63,-1,33
2012-10-01,121,29,55
2012-05-01,117,35,41
2012-11-01,24,20,17
2012-08-01,330,112,77
2013-04-01,128,-7,51
2012-05-01,128,47,41
2012-04-01,116,27,39
2012-09-01,137,-6,78
2012-08-01,141,28,59
2012-02-01,230,119,99
2012-03-01,208,98,42
2013-10-01,588,217,133
2012-04-01,125,21,29
2013-11-01,128,6,50
2012-07-01,214,30,67
2012-02-01,113,-4,52
2013-05-01,536,199,95
2012-08-01,126,34,27
2013-05-01,87,45,24
2013-09-01,77,39,29
2012-01-01,200,89,66
2013-07-01,103,38,18
2012-12-01,111,4,36
2012-01-01,69,25,21
2012-02-01,107,15,44
2012-03-01,72,-21,26
2012-02-01,178,34,62
2013-09-01,78,31,38
2012-11-01,508,140,108
2012-12-01,46,-19,20
2013-05-01,123,-13,42
2012-08-01,260,85,62
2013-05-01,573,255,99
2012-01-01,74,30,25
2012-04-01,168,103,52
2013-03-01,328,114,125
2012-10-01,114,-2,46
2013-09-01,278,107,35
2012-06-01,111,44,30
2013-11-01,539,271,102
2012-03-01,187,87,38
2013-08-01,54,19,14
2012-10-01,212,56,67
2012-11-01,80,7,26
2013-05-01,97,39,44
2013-10-01,344,176,90
2012-02-01,128,42,62
2012-03-01,197,80,85
2013-08-01,286,132,68
2012-10-01,95,2,56
2012-05-01,208,51,61
2012-02-01,229,117,35
2012-01-01,246,103,103
2013-03-01,371,204,42
2013-08-01,84,9,24
2013-05-01,61,-16,42
2012-02-01,125,60,50
2013-05-01,103,34,24
2012-08-01,328,121,142
2012-12-01,55,28,13
2013-05-01,160,35,41
2013-05-01,564,192,101
2012-08-01,196,34,61
2012-01-01,119,18,41
2012-01-01,118,51,52
2012-01-01,198,44,53
2012-08-01,92,16,38
2012-12-01,88,29,40
2012-08-01,77,10,18
2013-02-01,123,38,37
2012-10-01,115,53,38
2012-02-01,262,86,41
2013-05-01,112,43,21
2012-02-01,47,28,20
2012-03-01,186,88,41
2012-10-01,92,1,40
2012-03-01,120,36,35
2013-09-01,142,90,49
2012-10-01,193,34,65
2012-05-01,156,37,42
2012-10-01,97,5,24
2013-10-01,229,110,60
2012-01-01,193,106,38
2012-04-01,106,34,35
2012-02-01,187,5,56
2013-03-01,345,262,117
2012-05-01,95,24,57
2012-07-01,207,-1,77
2012-08-01,88,28,28
2012-08-01,615,113,134
2013-01-01,117,21,67
2013-08-01,98,9,31
2012-05-01,172,42,49
2012-10-01,151,32,43
2013-02-01,236,100,85
2013-05-01,28,30,20
2012-11-01,79,25,25
2012-07-01,339,95,61
2012-04-01,142,-5,86
2012-07-01,139,63,59
2012-01-01,379,262,83
2013-11-01,528,166,118
2013-02-01,212,98,36
2012-02-01,316,219,56
2013-09-01,137,53,43
2012-07-01,111,25,56
2013-05-01,73,45,19
2013-05-01,131,60,44
2013-08-01,306,65,59
2013-03-01,634,212,131
2012-12-01,112,16,43
2013-05-01,120,47,26
2012-02-01,139,8,60
2013-05-01,197,43,57
2012-05-01,134,5,97
2012-01-01,183,77,81
2013-05-01,51,29,17
2013-01-01,314,184,39
2013-05-01,270,108,93
2013-08-01,601,239,108
2013-11-01,70,11,20
2012-11-01,75,22,24
2012-08-01,160,25,49
2012-08-01,148,20,44
2012-08-01,539,220,98
2012-03-01,268,54,55
2012-05-01,76,26,38
2013-05-01,125,-20,75
2012-10-01,68,-5,23
2012-01-01,165,80,44
2013-02-01,244,67,64
2012-03-01,88,31,19
2012-02-01,125,-6,61
2013-05-01,162,37,55
2013-08-01,80,23,24
2013-03-01,214,131,115
2013-09-01,286,187,89
2012-08-01,166,45,70
2012-10-01,180,45,44
2013-10-01,641,184,100
2013-05-01,23,35,16
2012-04-01,166,38,57
2013-05-01,85,46,16
2013-09-01,69,37,19
2012-03-01,102,34,36
2013-02-01,324,126,73
2012-07-01,213,86,63
2012-10-01,54,28,24
2013-08-01,72,23,20
2013-08-01,69,14,32
2013-06-01,135,38,38
2012-12-01,99,0,48
2012-11-01,126,45,44
2013-05-01,152,41,35
2012-04-01,144,30,41
2012-10-01,217,58,56
2012-02-01,114,-6,64
2012-12-01,200,52,42
2012-02-01,180,52,88
2013-07-01,65,30,16
2012-05-01,125,26,41
2013-05-01,70,53,17
2012-03-01,287,131,46
2012-10-01,125,32,48
2012-11-01,115,24,43
2012-02-01,69,21,21
2012-11-01,116,3,27
2012-04-01,123,28,32
2012-08-01,354,127,68
2013-11-01,121,-9,71
2013-05-01,113,40,44
2012-02-01,45,-7,39
2013-10-01,327,156,120
2012-06-01,116,-8,66
2012-04-01,53,-9,37
2013-11-01,114,22,68
2012-08-01,104,29,36
2012-11-01,42,-1,24
2013-03-01,266,71,53
2012-11-01,179,25,44
2012-07-01,275,16,97
2012-12-01,89,-12,46
2012-12-01,496,256,92
2012-11-01,135,42,22
2013-05-01,35,24,17
2013-01-01,106,42,20
2012-02-01,108,23,24
2012-10-01,184,68,46
2012-10-01,173,77,45
2012-03-01,154,40,51
2013-07-01,67,16,42
2013-05-01,111,36,40
2013-10-01,309,158,102
2012-10-01,152,34,47
2012-12-01,114,21,41
2012-01-01,93,-5,45
2012-12-01,118,10,59
2012-05-01,209,42,57
2012-02-01,203,13,55
2012-08-01,63,11,20
2013-05-01,478,150,138
2012-02-01,195,75,52
2013-12-01,76,35,27
2013-08-01,57,15,17
2012-08-01,125,31,51
2013-05-01,184,54,61
2012-01-01,142,37,44
2012-02-01,50,4,23
2012-02-01,160,51,36
2013-02-01,303,509,109
2012-10-01,67,-4,42
2012-10-01,197,73,58
2012-05-01,125,36,55
2013-02-01,101,28,41
2013-02-01,141,51,44
2013-10-01,576,171,118
2013-10-01,538,170,123
2012-05-01,132,29,37
2013-05-01,107,-6,52
2013-03-01,256,65,39
2013-07-01,32,37,13
2012-08-01,195,103,45
2013-08-01,79,7,30
2012-07-01,240,91,50
2013-06-01,100,0,25
2012-03-01,187,56,61
2013-05-01,136,-7,49
2013-10-01,295,113,60
2012-12-01,151,30,45
2013-05-01,481,47,133
2013-02-01,80,5,19
2012-10-01,175,76,51
2013-05-01,182,54,44
2012-02-01,223,101,30
2012-01-01,82,33,19
2012-10-01,57,18,19
2012-07-01,130,27,43
2012-08-01,114,14,23
2013-02-01,123,18,40
2012-02-01,293,111,38
2012-04-01,116,16,37
2012-08-01,156,25,62
2012-07-01,170,16,48
2012-09-01,163,-8,77
2012-09-01,147,-25,55
2012-02-01,298,127,110
2012-04-01,116,36,32
2013-01-01,513,173,96
2013-08-01,70,33,23
2012-07-01,54,15,16
2012-07-01,129,38,41
2012-08-01,91,8,18
2012-02-01,103,-11,41
2013-10-01,656,228,102
2012-03-01,202,60,73
2013-08-01,87,2,32
2012-12-01,203,22,136
2012-10-01,167,62,34
2012-03-01,40,21,13
2012-07-01,324,380,66
2012-01-01,311,81,106
2013-05-01,622,304,122
2013-02-01,566,209,93
2012-02-01,57,8,26
2012-08-01,550,255,101
2013-02-01,82,10,37
2013-01-01,236,92,36
2013-11-01,222,111,39
2013-05-01,236,110,50
2012-03-01,117,7,37
2012-05-01,125,28,55
2012-01-01,145,12,52
2013-08-01,162,38,60
2012-05-01,113,21,20
2012-10-01,222,66,57
2012-04-01,129,57,33
2012-02-01,283,112,96
2013-07-01,48,38,20
2012-05-01,167,31,40
2012-02-01,38,39,25
2012-08-01,256,11,150
2012-04-01,184,38,39
2012-02-01,112,29,31
2013-03-01,291,54,64
2013-02-01,127,23,25
2012-03-01,127,32,52
2012-10-01,270,58,45
2012-07-01,81,15,45
2012-12-01,161,61,58
2012-10-01,193,75,41
2012-12-01,135,28,44
2012-02-01,188,90,42
2012-12-01,117,12,36
2012-04-01,122,-6,44
2013-01-01,125,75,40
2012-11-01,125,19,41
2012-07-01,119,17,51
2013-10-01,225,122,64
2013-06-01,336,132,60
2013-03-01,83,42,22
2012-02-01,192,-16,90
2012-02-01,223,82,35
2013-05-01,62,37,20
2012-10-01,280,96,36
2012-11-01,206,44,64
2012-06-01,59,12,10
2012-02-01,106,17,27
2012-12-01,580,166,142
2012-12-01,528,138,99
2012-10-01,224,113,55
2013-05-01,65,-33,46
2012-08-01,450,84,104
2013-05-01,489,125,103
2012-10-01,264,91,46
2013-09-01,140,-38,56
2012-01-01,125,58,42
2012-03-01,156,38,51
2012-02-01,151,74,50
2012-03-01,174,28,51
2013-10-01,592,204,96
2012-02-01,212,88,40
2012-02-01,207,51,45
2013-03-01,92,37,21
2012-02-01,278,203,130
2013-08-01,242,119,31
2012-11-01,71,12,21
2013-09-01,73,20,19
2013-02-01,98,78,27
2012-01-01,229,72,95
2013-01-01,158,56,82
2013-10-01,104,27,21
2012-09-01,264,84,59
2012-10-01,282,144,54
2012-02-01,113,13,39
2013-05-01,177,68,57
2013-01-01,251,114,115
2013-02-01,263,83,39
2012-04-01,107,19,39
2013-09-01,225,125,53
2013-08-01,248,69,67
2013-04-01,229,72,44
2012-08-01,348,334,156
2013-05-01,118,27,20
2013-05-01,60,29,18
2012-05-01,212,48,57
2012-08-01,256,50,60
2013-02-01,99,41,25
2012-01-01,207,68,38
2012-08-01,186,25,58
2013-10-01,64,29,18
2012-09-01,159,60,36
2013-06-01,75,21,38
2012-12-01,119,16,48
2012-07-01,124,-3,56
2013-03-01,219,57,45
2013-08-01,650,248,66
2013-07-01,45,16,17
2012-07-01,136,91,49
2012-03-01,46,25,14
2012-08-01,229,98,59
2012-02-01,317,192,75
2012-07-01,563,230,106
2012-09-01,142,-29,62
2012-08-01,86,21,23
2012-08-01,331,81,62
2012-01-01,146,57,40
2013-08-01,68,15,20
2012-02-01,101,35,30
2012-01-01,206,2,111
2012-10-01,143,29,45
2013-01-01,146,46,38
2012-10-01,130,48,46
2013-05-01,76,33,22
2012-06-01,319,205,60
2013-05-01,632,202,129
2012-08-01,60,15,18
2012-01-01,130,50,24
2012-05-01,122,21,36
2012-08-01,138,21,51
2012-07-01,293,104,66
2012-08-01,645,396,153
2012-04-01,258,122,55
2013-01-01,323,116,131
2013-08-01,141,63,53
2013-08-01,629,555,144
2012-12-01,205,117,47
2012-09-01,77,10,39
2012-08-01,75,16,20
2012-12-01,96,-8,43
2013-05-01,105,33,35
2012-01-01,198,79,38
2012-12-01,192,38,66
2013-01-01,139,34,43
2012-04-01,123,16,35
2012-12-01,66,5,40
2012-02-01,103,30,25
2012-11-01,82,19,23
2012-12-01,195,101,65
2012-01-01,128,39,41
2012-10-01,299,45,146
2012-10-01,169,67,53
2012-04-01,164,34,37
2012-02-01,214,89,36
2012-12-01,124,23,35
2013-10-01,330,122,54
2012-05-01,173,37,50
2012-12-01,202,57,43
2013-08-01,101,53,15
2012-02-01,107,2,45
2012-10-01,76,-3,51
2012-10-01,280,85,50
2013-09-01,83,30,41
2013-02-01,318,167,97
2012-02-01,298,85,63
2012-09-01,254,76,55
2012-08-01,318,169,46
2012-12-01,59,17,16
2012-03-01,171,49,41
2012-11-01,184,39,53
2012-03-01,290,108,47
2013-09-01,74,38,14
2013-05-01,577,205,119
2013-05-01,140,130,45
2012-08-01,93,9,22
2012-04-01,49,24,17
2013-05-01,530,258,81
2013-01-01,85,39,32
2013-10-01,568,151,115
2012-02-01,109,-3,56
2012-02-01,335,149,118
2012-12-01,168,16,51
2013-02-01,106,26,26
2013-02-01,106,13,30
2013-04-01,545,247,125
2012-12-01,59,20,21
2012-02-01,275,49,51
2013-04-01,136,53,29
2012-08-01,308,121,171
2012-03-01,111,7,29
2012-07-01,146,67,52
2013-08-01,75,40,37
2012-02-01,202,91,31
2012-07-01,317,92,59
2012-09-01,128,19,59
2013-02-01,292,59,61
2012-11-01,24,21,23
2012-10-01,59,-7,18
2012-02-01,105,25,22
2012-12-01,106,25,39
2013-12-01,603,249,136
2013-02-01,226,122,47
2012-10-01,60,31,24
2013-11-01,186,69,38
2012-12-01,129,22,42
2013-01-01,192,73,47
2012-01-01,188,73,37
2013-10-01,352,140,75
2012-11-01,72,45,23
2013-04-01,572,338,114
2012-01-01,467,165,106
2013-07-01,94,29,18
2012-08-01,301,111,84
2012-04-01,191,52,51
2012-02-01,329,207,104
2012-07-01,128,17,29
